,X,Accn,Super.Group,Organism_Taxonomic_ID,Organism.Name,SIN1,RICTOR,RAPTOR,TOR,LST8,D1,M.Strategy,C.score,Frag.score,Class.name,Phylum.name,Order.name,Family.name,Genus.name,Source,Has_Rictor
377,203,GCA_003203535.1,Chlorophyta,307507,Raphidocelis subcapitata,NA,NA,H,H,H,NA,Autotrophic,96.12,1.18,Chlorophyceae,Chlorophyta,Sphaeropleales,Selenastraceae,Raphidocelis,NCBI,No
378,204,GCA_008636185.1,Chlorophyta,2608996,Trebouxia sp. A1-2,NA,NA,H,H,H,NA,Autotrophic,87.36,1.97,Trebouxiophyceae,Chlorophyta,Trebouxiales,Trebouxiaceae,Trebouxia,NCBI,No
379,205,GCA_011766145.1,Chlorophyta,44745,Haematococcus lacustris,NA,NA,M,H,H,NA,Autotrophic,40.16,16,Chlorophyceae,Chlorophyta,Chlamydomonadales,Haematococcaceae,Haematococcus,NCBI,No
380,206,GCA_014080715.1,Chlorophyta,2650976,Scenedesmus sp. NREL 46B-D3,NA,NA,H,H,H,NA,Autotrophic,93.15,2.17,Chlorophyceae,Chlorophyta,Sphaeropleales,Scenedesmaceae,Scenedesmus,NCBI,No
381,207,GCA_014905635.1,Chlorophyta,2742167,Scenedesmus sp. PABB004,NA,NA,H,H,H,H,Autotrophic,90.19,0.46,Chlorophyceae,Chlorophyta,Sphaeropleales,Scenedesmaceae,Scenedesmus,NCBI,No
382,208,GCA_015473125.1,Chlorophyta,41880,Pycnococcus provasolii,NA,NA,H,H,H,NA,Autotrophic,85.98,0.92,NA,Chlorophyta,NA,Pycnococcaceae,Pycnococcus,NCBI,No
383,209,GCA_016618255.1,Chlorophyta,1653778,Chlamydomonas sp. UWO 241,NA,NA,H,H,H,NA,Autotrophic,82.49,2.5,Chlorophyceae,Chlorophyta,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,NCBI,No
384,210,GCA_016834595.1,Chlorophyta,2026947,Chlamydomonas schloesseri,NA,NA,H,H,H,NA,Autotrophic,97.83,0.79,Chlorophyceae,Chlorophyta,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,NCBI,No
385,211,GCA_016834605.1,Chlorophyta,51695,Chlamydomonas incerta,NA,NA,H,H,H,NA,Autotrophic,95.92,1.97,Chlorophyceae,Chlorophyta,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas,NCBI,No
386,212,GCA_016858145.1,Chlorophyta,47281,Edaphochlamys debaryana,NA,NA,H,H,H,NA,Autotrophic,96.84,1.38,Chlorophyceae,Chlorophyta,Chlamydomonadales,NA,Edaphochlamys,NCBI,No
387,213,GCA_019044685.2,Chlorophyta,1650286,Chlorella desiccata (nom. nud.),NA,NA,H,H,H,NA,Autotrophic,96.45,0.39,Trebouxiophyceae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,NCBI,No
388,214,GCA_019650175.1,Chlorophyta,51714,Volvox africanus,NA,NA,H,H,H,NA,Autotrophic,89.27,0.92,Chlorophyceae,Chlorophyta,Chlamydomonadales,Volvocaceae,Volvox,NCBI,No
389,215,GCA_019650235.1,Chlorophyta,1737510,Volvox reticuliferus,NA,NA,H,H,H,NA,Autotrophic,90.85,0.79,Chlorophyceae,Chlorophyta,Chlamydomonadales,Volvocaceae,Volvox,NCBI,No
390,216,GCA_020887355.1,Chlorophyta,2315456,Coccomyxa sp. Obi,NA,NA,H,H,H,H,Autotrophic,98.75,0.2,Trebouxiophyceae,Chlorophyta,NA,NA,Coccomyxa,NCBI,No
391,217,GCA_021605115.1,Chlorophyta,47775,Astrephomene gubernaculifera,NA,NA,H,H,H,NA,Autotrophic,83.15,3.42,Chlorophyceae,Chlorophyta,Chlamydomonadales,Astrephomenaceae,Astrephomene,NCBI,No
392,218,GCA_023343905.1,Chlorophyta,3077,Chlorella vulgaris,NA,NA,H,H,H,H,Autotrophic,98.95,0.26,Trebouxiophyceae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,NCBI,No
393,219,GCA_025026875.1,Chlorophyta,2649997,Chlorella ohadii,NA,NA,H,H,H,NA,Autotrophic,95.39,1.32,Trebouxiophyceae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,NCBI,No
394,220,GCA_025201885.1,Chlorophyta,39955,Monoraphidium minutum,NA,NA,H,H,H,NA,Autotrophic,96.38,0.86,Chlorophyceae,Chlorophyta,Sphaeropleales,Selenastraceae,Monoraphidium,NCBI,No
395,221,GCA_025209345.1,Chlorophyta,2696299,Picochlorum sp. BPE23,NA,NA,H,H,H,NA,Autotrophic,95.26,0.59,Trebouxiophyceae,Chlorophyta,NA,NA,Picochlorum,NCBI,No
396,222,GCA_030267485.1,Chlorophyta,330485,Pleodorina starrii,NA,NA,H,H,H,NA,Autotrophic,97.3,0.26,Chlorophyceae,Chlorophyta,Chlamydomonadales,Volvocaceae,Pleodorina,NCBI,No
397,223,GCA_030272055.1,Chlorophyta,3088,Tetradesmus obliquus,NA,NA,NA,H,H,NA,Autotrophic,94.87,1.32,Chlorophyceae,Chlorophyta,Sphaeropleales,Scenedesmaceae,Tetradesmus,NCBI,No
398,224,GCA_030272585.1,Chlorophyta,3041901,Bryopsis sp. KO-2023,NA,NA,H,H,H,H,Autotrophic,95.33,0.33,Ulvophyceae,Chlorophyta,Bryopsidales,Bryopsidaceae,Bryopsis,NCBI,No
399,225,GCA_031763795.1,Chlorophyta,3111,Prototheca wickerhamii,NA,NA,H,H,H,NA,Autotrophic,77.88,3.55,Trebouxiophyceae,Chlorophyta,Chlorellales,Chlorellaceae,Prototheca,NCBI,No
400,226,GCA_034226045.1,Chlorophyta,1470871,Picochlorum sp. SENEW3,NA,NA,H,H,H,H,Autotrophic,25.54,0.33,Trebouxiophyceae,Chlorophyta,NA,NA,Picochlorum,NCBI,No
401,227,GCA_040144335.1,Chlorophyta,381761,Elliptochloris bilobata,NA,NA,H,H,H,NA,Autotrophic,93.75,1.12,Trebouxiophyceae,Chlorophyta,NA,NA,Elliptochloris,NCBI,No
402,228,GCA_040144355.1,Chlorophyta,904363,Apatococcus lobatus,NA,NA,H,H,H,NA,Autotrophic,95.59,0.46,Trebouxiophyceae,Chlorophyta,Chlorellales,Chlorellaceae,Apatococcus,NCBI,No
403,229,GCA_040144375.1,Chlorophyta,2026836,Apatococcus fuscideae,NA,NA,H,H,L,NA,Autotrophic,75.77,2.5,Trebouxiophyceae,Chlorophyta,Chlorellales,Chlorellaceae,Apatococcus,NCBI,No
404,230,GCA_040144395.1,Chlorophyta,41462,[Myrmecia] bisecta,NA,NA,H,H,H,NA,Autotrophic,96.91,0.99,Trebouxiophyceae,Chlorophyta,Trebouxiales,Trebouxiaceae,Myrmecia,NCBI,No
405,231,GCA_040144405.1,Chlorophyta,706552,Symbiochloris irregularis,NA,NA,H,H,H,NA,Autotrophic,91.05,1.45,Trebouxiophyceae,Chlorophyta,Trebouxiales,Trebouxiaceae,Symbiochloris,NCBI,No
406,232,GCA_040182555.1,Chlorophyta,248742,Coccomyxa subellipsoidea,NA,NA,H,H,H,NA,Autotrophic,95.46,0.99,Trebouxiophyceae,Chlorophyta,NA,NA,Coccomyxa,NCBI,No
407,233,GCA_040206735.1,Chlorophyta,2905653,Trebouxia sp. C0004,NA,NA,H,H,H,NA,Autotrophic,96.51,0.66,Trebouxiophyceae,Chlorophyta,Trebouxiales,Trebouxiaceae,Trebouxia,NCBI,No
408,234,GCA_040206745.1,Chlorophyta,2905655,Trebouxia sp. C0006,NA,NA,H,H,H,NA,Autotrophic,94.34,1.91,Trebouxiophyceae,Chlorophyta,Trebouxiales,Trebouxiaceae,Trebouxia,NCBI,No
409,235,GCA_040206755.1,Chlorophyta,2905654,Trebouxia sp. C0005,NA,NA,H,H,M,NA,Autotrophic,93.22,1.97,Trebouxiophyceae,Chlorophyta,Trebouxiales,Trebouxiaceae,Trebouxia,NCBI,No
410,236,GCA_040746505.1,Chlorophyta,2578422,Sanguina aurantia,NA,NA,H,H,H,NA,Autotrophic,88.08,1.51,Chlorophyceae,Chlorophyta,Chlamydomonadales,Chlamydomonadaceae,Sanguina,NCBI,No
411,237,GCA_045269255.1,Chlorophyta,3373144,Trebouxia sp. C0009 RCD-2024,NA,NA,H,H,H,NA,Autotrophic,93.22,1.45,Trebouxiophyceae,Chlorophyta,Trebouxiales,Trebouxiaceae,Trebouxia,NCBI,No
412,238,GCA_045269315.1,Chlorophyta,3373145,Trebouxia sp. C0010 RCD-2024,NA,NA,H,H,H,H,Autotrophic,92.69,2.7,Trebouxiophyceae,Chlorophyta,Trebouxiales,Trebouxiaceae,Trebouxia,NCBI,No
413,239,GCA_905146915.1,Chlorophyta,121088,Ostreobium quekettii,NA,NA,H,H,H,NA,Autotrophic,64.52,2.76,Ulvophyceae,Chlorophyta,Bryopsidales,Ostreobiaceae,Ostreobium,NCBI,No
414,240,GCA_916048055.1,Chlorophyta,765719,Pedinophyceae sp. YPF-701,NA,NA,H,H,H,NA,Autotrophic,86.7,0.79,Pedinophyceae,Chlorophyta,NA,NA,NA,NCBI,No
415,241,GCA_963575595.1,Chlorophyta,1274662,Coccomyxa viridis,NA,NA,H,H,H,H,Autotrophic,96.51,0.86,Trebouxiophyceae,Chlorophyta,NA,NA,Coccomyxa,NCBI,No
416,242,GCA_964261555.1,Chlorophyta,1965095,Coccomyxa elongata,NA,NA,H,H,H,NA,Autotrophic,98.09,0.33,Trebouxiophyceae,Chlorophyta,NA,NA,Coccomyxa,NCBI,No
417,243,DesarSE107,Chlorophyta,375941,Desmodesmus armatus,NA,NA,H,H,H,NA,Autotrophic,93.1,1.7,Chlorophyceae,Chlorophyta,Sphaeropleales,Scenedesmaceae,Desmodesmus,JGI,No
418,244,Limspi1,Chlorophyta,2954232,Limnomonas spitsbergensis,NA,NA,H,H,H,NA,Autotrophic,92.2,0.6,Chlorophyceae,Chlorophyta,Chlamydomonadales,NA,Limnomonas,JGI,No
419,245,Chrzof2,Chlorophyta,31302,Chromochloris zofingiensis,NA,NA,H,H,H,NA,Autotrophic,98.9,0.5,Chlorophyceae,Chlorophyta,Sphaeropleales,Chromochloridaceae,Chromochloris,JGI,No
420,246,ScespWC1,Chlorophyta,3087,Scenedesmus,NA,NA,H,H,H,L,Autotrophic,96.6,0.6,Chlorophyceae,Chlorophyta,Sphaeropleales,Scenedesmaceae,Scenedesmus,JGI,No
421,247,Chloso1230,Chlorophyta,3071,Chlorella,NA,NA,H,H,H,NA,Autotrophic,96.8,0.7,Trebouxiophyceae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,JGI,No
422,248,Trebou978,Chlorophyta,75966,Trebouxiophyceae,NA,NA,H,H,H,NA,Autotrophic,91.6,0.5,Trebouxiophyceae,Chlorophyta,NA,NA,NA,JGI,No
423,249,Trebou4402,Chlorophyta,2941158,Chlorellaceae sp.,NA,NA,H,H,H,NA,Autotrophic,88,2.2,Trebouxiophyceae,Chlorophyta,Chlorellales,Chlorellaceae,NA,JGI,No
424,250,Chlremi1,Chlorophyta,2069334,Chloromonas remiasii,NA,NA,H,H,H,H,Autotrophic,92.8,1.8,Chlorophyceae,Chlorophyta,Chlamydomonadales,Chlamydomonadaceae,Chloromonas,JGI,No
425,251,Botrbrau1,Chlorophyta,1202541,Botryococcus braunii Showa,NA,NA,H,H,M,NA,Autotrophic,81.7,5.9,Trebouxiophyceae,Chlorophyta,NA,NA,Botryococcus,JGI,No
426,252,Pedmin1,Chlorophyta,3159,Pedinomonas minor,NA,NA,H,H,H,NA,Autotrophic,89.5,1.8,Pedinophyceae,Chlorophyta,Pedinomonadales,Pedinomonadaceae,Pedinomonas,JGI,No
427,253,MicrYARC1,Chlorophyta,2904290,Microglena sp. YARC,NA,NA,H,H,H,M,Autotrophic,82.7,5.5,Chlorophyceae,Chlorophyta,Chlamydomonadales,Chlamydomonadaceae,Microglena,JGI,No
428,254,MicrAD1,Chlorophyta,38832,Micromonas,NA,NA,H,H,M,NA,Autotrophic,92.8,0.9,Mamiellophyceae,Chlorophyta,Mamiellales,Mamiellaceae,Micromonas,JGI,No
429,255,TetrdesSNI2,Chlorophyta,2780016,Tetradesmus deserticola,NA,NA,H,H,H,NA,Autotrophic,96.4,1,Chlorophyceae,Chlorophyta,Sphaeropleales,Scenedesmaceae,Tetradesmus,JGI,No
430,256,Flerot1,Chlorophyta,269715,Flechtneria rotunda,NA,NA,H,H,H,NA,Autotrophic,98.6,0.3,Chlorophyceae,Chlorophyta,Sphaeropleales,Scenedesmaceae,Flechtneria,JGI,No
431,257,Enacos1,Chlorophyta,113528,Enallax costatus,NA,NA,H,H,H,NA,Autotrophic,98.4,0.5,Chlorophyceae,Chlorophyta,Sphaeropleales,Scenedesmaceae,Enallax,JGI,No
432,258,Pico,Chlorophyta,2320818,Picocystis sp. ML,NA,NA,NA,M,NA,NA,Autotrophic,32.1,5.7,Picocystophyceae,Chlorophyta,Picocystales,Picocystaceae,Picocystis,JGI,No
433,259,Picre1,Chlorophyta,2601844,Picochlorum sp. BH-2019,NA,NA,H,H,H,NA,Autotrophic,67.3,11.3,Trebouxiophyceae,Chlorophyta,NA,NA,Picochlorum,JGI,No
434,260,Picsp,Chlorophyta,2053932,Picochlorum sp. 'soloecismus',NA,NA,H,H,H,H,Autotrophic,87,0.8,Trebouxiophyceae,Chlorophyta,NA,NA,Picochlorum,JGI,No
435,261,ChloA99,Chlorophyta,2041167,Chlorella sp. A99,NA,NA,H,H,H,NA,Autotrophic,90.1,2.4,Trebouxiophyceae,Chlorophyta,Chlorellales,Chlorellaceae,Chlorella,JGI,No
436,262,Tetstr1,Chlorophyta,3165,Tetraselmis striata,NA,NA,H,H,H,NA,Autotrophic,93.2,1.1,Chlorodendrophyceae,Chlorophyta,Chlorodendrales,Chlorodendraceae,Tetraselmis,JGI,No
437,263,Caulen1,Chlorophyta,148947,Caulerpa lentillifera,NA,NA,H,H,H,NA,Autotrophic,75,2.3,Ulvophyceae,Chlorophyta,Bryopsidales,Caulerpaceae,Caulerpa,JGI,No
438,264,Volca2,Chlorophyta,3067,Volvox carteri,NA,NA,H,H,H,NA,Autotrophic,95.4,1,Chlorophyceae,Chlorophyta,Chlamydomonadales,Volvocaceae,Volvox,JGI,No
439,265,SymretSc1,Chlorophyta,40981,Symbiochloris reticulata,NA,NA,H,H,H,NA,Autotrophic,96.3,0.5,Trebouxiophyceae,Chlorophyta,Trebouxiales,Trebouxiaceae,Symbiochloris,JGI,No
440,266,Astpho2,Chlorophyta,763042,Asterochloris sp. Cgr/DA1pho,NA,NA,H,H,H,NA,Autotrophic,92.4,2,Trebouxiophyceae,Chlorophyta,Trebouxiales,Trebouxiaceae,Asterochloris,JGI,No
441,267,Batpra1,Chlorophyta,1075084,Bathycoccus prasinos RCC1105,NA,NA,H,H,H,H,Autotrophic,96.5,0.9,Mamiellophyceae,Chlorophyta,Mamiellales,Bathycoccaceae,Bathycoccus,JGI,No
442,268,Ulvmu1,Chlorophyta,498180,Ulva mutabilis,NA,NA,H,H,H,NA,Autotrophic,87.3,0.9,Ulvophyceae,Chlorophyta,Ulvales,Ulvaceae,Ulva,JGI,No
443,269,GCA_000698435.2,Rhizaria,641309,Lotharella oceanica,NA,NA,NA,NA,NA,H,Mixotroph,1.96,1.18,Chlorarachniophyceae,Cercozoa,NA,NA,Lotharella,NCBI,No
444,270,GCA_009731375.1,Rhizaria,1928728,Paulinella micropora,NA,NA,NA,NA,NA,H,Autotrophic,1.96,0.78,Imbricatea,Cercozoa,Euglyphida,Paulinellidae,Paulinella,NCBI,No
445,271,GCA_039583845.1,Rhizaria,2184066,Marteilia pararefringens,NA,NA,NA,L,NA,NA,Parasite,21.18,12.94,Ascetosporea,Endomyxa,Paramyxida,Marteiliidae,Marteilia,NCBI,No
446,272,GCA_040357535.1,Rhizaria,2844372,Paramarteilia canceri,NA,NA,L,L,NA,NA,Parasite,9.41,15.29,Ascetosporea,Endomyxa,Paramyxida,Marteiliidae,Paramarteilia,NCBI,No
447,273,GCA_040357565.1,Rhizaria,1215613,Cercozoa sp. M6MM,NA,NA,NA,L,L,NA,Heterotroph,55.29,14.51,NA,Cercozoa,NA,NA,NA,NCBI,No
