Assembly Accession	Assembly Name	Organism Name	Organism Taxonomic ID	Assembly Stats Total Sequence Length	Assembly Level
GCA_011952145.2	ASM1195214v2	Rhizopus arrhizus	64495	42216730	Scaffold
GCA_011801555.2	ASM1180155v2	Rhizopus arrhizus	64495	42100482	Scaffold
GCA_011801305.2	ASM1180130v2	Rhizopus arrhizus	64495	41970993	Scaffold
GCA_011801055.2	ASM1180105v2	Rhizopus arrhizus	64495	42251960	Scaffold
GCA_011763935.1	ASM1176393v1	Rhizopus arrhizus	64495	42185562	Scaffold
GCA_011950985.2	ASM1195098v2	Rhizopus arrhizus	64495	42319730	Scaffold
GCA_011951285.2	ASM1195128v2	Rhizopus arrhizus	64495	43758869	Scaffold
GCA_011763955.1	ASM1176395v1	Rhizopus arrhizus	64495	42217567	Scaffold
GCA_011801725.2	ASM1180172v2	Rhizopus arrhizus	64495	45091228	Scaffold
GCA_011801385.2	ASM1180138v2	Rhizopus arrhizus	64495	43392527	Scaffold
GCA_011763875.1	ASM1176387v1	Rhizopus arrhizus	64495	42604439	Scaffold
GCA_011801675.2	ASM1180167v2	Rhizopus arrhizus	64495	43987502	Scaffold
GCA_011801815.2	ASM1180181v2	Rhizopus arrhizus	64495	46133456	Scaffold
GCA_011764025.1	ASM1176402v1	Rhizopus arrhizus	64495	45487186	Scaffold
GCA_011763775.1	ASM1176377v1	Rhizopus arrhizus	64495	47238662	Scaffold
GCA_011951295.2	ASM1195129v2	Rhizopus arrhizus	64495	48016192	Scaffold
GCA_011801785.2	ASM1180178v2	Rhizopus arrhizus	64495	45229909	Scaffold
GCA_011952045.2	ASM1195204v2	Rhizopus arrhizus	64495	47287118	Scaffold
GCA_011801335.2	ASM1180133v2	Rhizopus arrhizus	64495	48168061	Scaffold
GCA_011801705.2	ASM1180170v2	Rhizopus arrhizus	64495	49031939	Scaffold
GCA_011952115.2	ASM1195211v2	Rhizopus arrhizus	64495	50667993	Scaffold
GCA_011763975.1	ASM1176397v1	Rhizopus arrhizus	64495	54997703	Scaffold
GCA_011764185.1	ASM1176418v1	Rhizopus arrhizus	64495	56727470	Scaffold
GCA_011763995.1	ASM1176399v1	Rhizopus arrhizus	64495	44855720	Scaffold
GCA_011764125.1	ASM1176412v1	Rhizopus arrhizus	64495	43900109	Scaffold
GCA_024762085.1	ASM2476208v1	Ambrosia artemisiifolia	4212	1258364641	Scaffold
GCA_011764225.1	ASM1176422v1	Rhizopus arrhizus	64495	47692059	Scaffold
GCA_011764265.1	ASM1176426v1	Rhizopus arrhizus	64495	41851918	Scaffold
GCA_043234845.1	ASM4323484v1	Exophiala dermatitidis	5970	26383943	Scaffold
GCA_043234795.1	ASM4323479v1	Exophiala dermatitidis	5970	26687676	Scaffold
GCA_028027665.1	ASM2802766v1	Exophiala dermatitidis	5970	23600392	Scaffold
GCA_043234805.1	ASM4323480v1	Exophiala dermatitidis	5970	26422810	Scaffold
GCA_028028305.1	ASM2802830v1	Exophiala dermatitidis	5970	26625679	Scaffold
GCA_028028135.1	ASM2802813v1	Exophiala dermatitidis	5970	26625176	Scaffold
GCA_028025245.1	ASM2802524v1	Exophiala dermatitidis	5970	26622418	Scaffold
GCA_030028025.1	ASM3002802v1	Exophiala dermatitidis	5970	26624365	Scaffold
GCA_028024475.1	ASM2802447v1	Exophiala dermatitidis	5970	26622617	Scaffold
GCA_028024505.1	ASM2802450v1	Exophiala dermatitidis	5970	26622617	Scaffold
GCA_028028335.1	ASM2802833v1	Exophiala dermatitidis	5970	27250338	Scaffold
GCA_028025565.1	ASM2802556v1	Exophiala dermatitidis	5970	26621742	Scaffold
GCA_028026935.1	ASM2802693v1	Exophiala dermatitidis	5970	24789464	Scaffold
GCA_028024125.1	ASM2802412v1	Exophiala dermatitidis	5970	26624630	Scaffold
GCA_028028245.1	ASM2802824v1	Exophiala dermatitidis	5970	26616165	Scaffold
GCA_028027615.1	ASM2802761v1	Exophiala dermatitidis	5970	26718359	Scaffold
GCA_028025295.1	ASM2802529v1	Exophiala dermatitidis	5970	25772636	Scaffold
GCA_028023995.1	ASM2802399v1	Exophiala dermatitidis	5970	26662508	Scaffold
GCA_028026005.1	ASM2802600v1	Exophiala dermatitidis	5970	24405996	Scaffold
GCA_028027435.1	ASM2802743v1	Exophiala dermatitidis	5970	24337609	Scaffold
GCA_030028065.1	ASM3002806v1	Exophiala dermatitidis	5970	24130524	Scaffold
GCA_028026235.1	ASM2802623v1	Exophiala dermatitidis	5970	24843487	Scaffold
GCA_028026945.1	ASM2802694v1	Exophiala dermatitidis	5970	25843401	Scaffold
GCA_028024355.1	ASM2802435v1	Exophiala dermatitidis	5970	26633125	Scaffold
GCA_028027445.1	ASM2802744v1	Exophiala dermatitidis	5970	26642640	Scaffold
GCA_030060715.1	Pva_DTO032I3_2	Paecilomyces variotii	264951	30981638	Scaffold
GCA_030061565.1	Pva_DTO271G3_1	Paecilomyces variotii	264951	28671288	Scaffold
GCA_030061365.1	Pva_DTO212C5_2	Paecilomyces variotii	264951	31618652	Scaffold
GCA_030061555.1	Pva_DTO217A2_3	Paecilomyces variotii	264951	31222554	Scaffold
GCA_030061575.1	Pva_DTO271D3_1	Paecilomyces variotii	264951	30535688	Scaffold
GCA_030061845.1	Pva_DTO280E4_1	Paecilomyces variotii	264951	31253017	Scaffold
GCA_030061375.1	Pva_DTO21D3_1	Paecilomyces variotii	264951	30978618	Scaffold
GCA_030062325.1	Pva_DTO45G8_1	Paecilomyces variotii	264951	30622139	Scaffold
GCA_030061005.1	Pva_DTO169E5_1	Paecilomyces variotii	264951	30855305	Scaffold
GCA_030061875.1	Pva_DTO27B9_1	Paecilomyces variotii	264951	30767515	Scaffold
GCA_030062345.1	Pva_DTO32I4_1	Paecilomyces variotii	264951	30984806	Scaffold
GCA_030061595.1	Pva_DTO27B3_1	Paecilomyces variotii	264951	30863285	Scaffold
GCA_030062295.1	Pva_DTO63F5_1	Paecilomyces variotii	264951	30697739	Scaffold
GCA_030062335.1	Pva_DTO282F9_1	Paecilomyces variotii	264951	31118281	Scaffold
GCA_030061385.1	Pva_DTO21C3_1	Paecilomyces variotii	264951	30949397	Scaffold
GCA_030061585.1	Pva_DTO27B5_1	Paecilomyces variotii	264951	30861783	Scaffold
GCA_030061015.1	Pva_DTO169C6_1	Paecilomyces variotii	264951	31129368	Scaffold
GCA_030060985.1	Pva_DTO207G8_1	Paecilomyces variotii	264951	30364497	Scaffold
GCA_030060995.1	Pva_DTO166G5_1	Paecilomyces variotii	264951	31345001	Scaffold
GCA_030061855.1	Pva_DTO27B6_1	Paecilomyces variotii	264951	30985455	Scaffold
GCA_030061835.1	Pva_DTO282E5_1	Paecilomyces variotii	264951	31001503	Scaffold
GCA_030060685.1	Pva_DTO164E3_1	Paecilomyces variotii	264951	30809293	Scaffold
GCA_028026245.1	ASM2802624v1	Exophiala dermatitidis	5970	26240704	Scaffold
GCA_030061355.1	Pva_DTO195F2_1	Paecilomyces variotii	264951	31366828	Scaffold
GCA_030060675.1	Pva_DTO166G4_1	Paecilomyces variotii	264951	31251006	Scaffold
GCA_000350365.1	Foc4_1.0	Fusarium odoratissimum	2502994	52926277	Scaffold
GCA_002140095.1	PKNOHv1	Plasmodium knowlesi	5850	24771595	Scaffold
GCA_902155815.1	DEBR_UMY321v1	Brettanomyces bruxellensis	5007	12966320	Scaffold
GCA_014176185.1	A.AWRI1613	Brettanomyces bruxellensis	5007	13125495	Contig
GCA_014176175.1	P.AWRI1613	Brettanomyces bruxellensis	5007	13148849	Contig
GCA_011763755.1	ASM1176375v1	Rhizopus delemar	936053	40680471	Scaffold
GCA_011763795.1	ASM1176379v1	Rhizopus delemar	936053	40762691	Scaffold
GCA_011763835.1	ASM1176383v1	Rhizopus delemar	936053	42866663	Scaffold
GCA_011763855.1	ASM1176385v1	Rhizopus delemar	936053	42640866	Scaffold
GCA_011763915.1	ASM1176391v1	Rhizopus delemar	936053	42798487	Scaffold
GCA_011763715.1	ASM1176371v1	Rhizopus delemar	936053	43179132	Scaffold
GCA_011763695.1	ASM1176369v1	Rhizopus delemar	936053	43016560	Scaffold
GCA_011763895.1	ASM1176389v1	Rhizopus delemar	936053	46003899	Scaffold
GCA_011763585.1	ASM1176358v1	Rhizopus delemar	936053	42725652	Scaffold
GCA_011763815.1	ASM1176381v1	Rhizopus delemar	936053	49069128	Scaffold
GCA_011764145.1	ASM1176414v1	Rhizopus delemar	936053	38754724	Scaffold
GCA_011763735.1	ASM1176373v1	Rhizopus delemar	936053	40878007	Scaffold
GCA_011763605.1	ASM1176360v1	Rhizopus delemar	936053	38612125	Scaffold
GCA_900004885.2	PKNA1-C.2	Plasmodium knowlesi strain H	5851	24359887	Contig
GCA_900005025.2	PKNA1-H.1	Plasmodium knowlesi strain H	5851	23958038	Contig
GCA_000259595.1	AWRI1499_v1.0	Brettanomyces bruxellensis AWRI1499	1124627	12676548	Contig
GCA_000497085.1	PVAR5_assembly01	Paecilomyces variotii No. 5	1356009	29762401	Contig
GCA_012979565.1	PM_ss13_v1	Pleurotus pulmonarius	28995	42552915	Contig
GCA_012980525.1	ASM1298052v1	Pleurotus pulmonarius	28995	39235597	Contig
GCA_001605315.2	ASM160531v2	Hypsizygus marmoreus	39966	42710661	Scaffold
GCA_000236345.1	C_sinensis-2.0	Clonorchis sinensis	79923	547288241	Scaffold
GCA_024341865.1	Gasu_v2	Galdieria sulphuraria	130081	13914336	Contig
GCA_900002365.1	ASM90000236v1	Sporisorium scitamineum	49012	19632600	Contig
GCA_003709365.1	ASM370936v1	Auxenochlorella protothecoides	3075	21075690	Scaffold
GCA_900618405.1	N_brasiliensis_RM07_v1_5_4_0011_upd	Nippostrongylus brasiliensis	27835	294400206	Scaffold
GCA_001005745.2	aro_v2	Scleropages formosus	113540	708403365	Scaffold
GCA_021535285.1	Zygrou1	Zygosaccharomyces rouxii	4956	9952157	Contig
GCA_023138355.1	ASM2313835v1	Penicillium roqueforti	5082	26501980	Scaffold
GCA_023065495.1	ASM2306549v1	Penicillium roqueforti	5082	27208865	Scaffold
GCA_023141145.1	ASM2314114v1	Penicillium roqueforti	5082	27194146	Scaffold
GCA_023065415.1	ASM2306541v1	Penicillium roqueforti	5082	27165649	Scaffold
GCA_023141275.1	ASM2314127v1	Penicillium roqueforti	5082	27298807	Scaffold
GCA_023065595.1	ASM2306559v1	Penicillium roqueforti	5082	26503641	Scaffold
GCA_023138445.1	ASM2313844v1	Penicillium roqueforti	5082	28030160	Scaffold
GCA_023138675.1	ASM2313867v1	Penicillium roqueforti	5082	26719920	Scaffold
GCA_001747055.1	ASM174705v1	Hanseniaspora uvarum	29833	8807786	Scaffold
GCA_023141305.1	ASM2314130v1	Penicillium roqueforti	5082	27255132	Scaffold
GCA_023065375.1	ASM2306537v1	Penicillium roqueforti	5082	28037876	Scaffold
GCA_023138615.1	ASM2313861v1	Penicillium roqueforti	5082	28489418	Scaffold
GCA_019924415.1	ASM1992441v1	Aureobasidium melanogenum	46634	25432707	Contig
GCA_019925035.1	ASM1992503v1	Aureobasidium melanogenum	46634	25285819	Contig
GCA_023137995.1	ASM2313799v1	Penicillium roqueforti	5082	28417908	Scaffold
GCA_023141165.1	ASM2314116v1	Penicillium roqueforti	5082	29271598	Scaffold
GCA_023141315.1	ASM2314131v1	Penicillium roqueforti	5082	27042476	Scaffold
GCA_023141355.1	ASM2314135v1	Penicillium roqueforti	5082	27939300	Scaffold
GCA_009805765.1	ASM980576v1	Hanseniaspora uvarum	29833	8745848	Scaffold
GCA_023091085.1	ASM2309108v1	Penicillium roqueforti	5082	26732615	Scaffold
GCA_019923975.1	ASM1992397v1	Aureobasidium melanogenum	46634	26860811	Contig
GCA_023141115.1	ASM2314111v1	Penicillium roqueforti	5082	28454168	Scaffold
GCA_023065655.1	ASM2306565v1	Penicillium roqueforti	5082	27936863	Scaffold
GCA_019924425.1	ASM1992442v1	Aureobasidium melanogenum	46634	26515324	Contig
GCA_019925005.1	ASM1992500v1	Aureobasidium melanogenum	46634	26317512	Contig
GCA_022829115.1	ASM2282911v1	Penicillium roqueforti	5082	29905580	Scaffold
GCA_023138645.1	ASM2313864v1	Penicillium roqueforti	5082	28959035	Scaffold
GCA_023141155.1	ASM2314115v1	Penicillium roqueforti	5082	28801959	Scaffold
GCA_023065685.1	ASM2306568v1	Penicillium roqueforti	5082	29338683	Scaffold
GCA_023141515.1	ASM2314151v1	Penicillium roqueforti	5082	29448982	Scaffold
GCA_023141205.1	ASM2314120v1	Penicillium roqueforti	5082	29527522	Scaffold
GCA_023138015.1	ASM2313801v1	Penicillium roqueforti	5082	30442347	Scaffold
GCA_019924175.1	ASM1992417v1	Aureobasidium melanogenum	46634	27011532	Contig
GCA_019925055.1	ASM1992505v1	Aureobasidium melanogenum	46634	27212687	Contig
GCA_023065465.1	ASM2306546v1	Penicillium roqueforti	5082	28255295	Scaffold
GCA_023141395.1	ASM2314139v1	Penicillium roqueforti	5082	30243556	Scaffold
GCA_023141195.1	ASM2314119v1	Penicillium roqueforti	5082	29239760	Scaffold
GCA_019924015.1	ASM1992401v1	Aureobasidium melanogenum	46634	29544855	Contig
GCA_019924835.1	ASM1992483v1	Aureobasidium melanogenum	46634	28515872	Contig
GCA_023141385.1	ASM2314138v1	Penicillium roqueforti	5082	30253856	Scaffold
GCA_019924265.1	ASM1992426v1	Aureobasidium melanogenum	46634	26977088	Contig
GCA_019924725.1	ASM1992472v1	Aureobasidium melanogenum	46634	28664546	Contig
GCA_019924715.1	ASM1992471v1	Aureobasidium melanogenum	46634	27729845	Contig
GCA_019924815.1	ASM1992481v1	Aureobasidium melanogenum	46634	28662852	Contig
GCA_019924825.1	ASM1992482v1	Aureobasidium melanogenum	46634	28668362	Contig
GCA_023141235.1	ASM2314123v1	Penicillium roqueforti	5082	29807386	Scaffold
GCA_019925085.1	ASM1992508v1	Aureobasidium melanogenum	46634	28158894	Contig
GCA_023065525.1	ASM2306552v1	Penicillium roqueforti	5082	31707239	Scaffold
GCA_023138005.1	ASM2313800v1	Penicillium roqueforti	5082	28283809	Scaffold
GCA_009805715.1	ASM980571v1	Hanseniaspora uvarum	29833	9073990	Scaffold
GCA_015832375.1	TUM_RhoPla_FPRL280	Postia placenta	104341	36365405	Scaffold
GCA_001972345.1	ZYGR_assembly01	Zygosaccharomyces rouxii	4956	19269454	Scaffold
GCA_009805785.1	ASM980578v1	Hanseniaspora uvarum	29833	8751237	Scaffold
GCA_000333975.2	ASM33397v2	Pneumocystis jirovecii	42068	8152515	Contig
GCA_019924995.1	ASM1992499v1	Aureobasidium melanogenum	46634	49824681	Contig
GCA_023065625.1	ASM2306562v1	Penicillium roqueforti	5082	29562938	Scaffold
GCA_019924255.1	ASM1992425v1	Aureobasidium melanogenum	46634	51083667	Contig
GCA_019924195.1	ASM1992419v1	Aureobasidium melanogenum	46634	51104178	Contig
GCA_019924895.1	ASM1992489v1	Aureobasidium melanogenum	46634	47661867	Contig
GCA_019924875.1	ASM1992487v1	Aureobasidium melanogenum	46634	51272812	Contig
GCA_019924185.1	ASM1992418v1	Aureobasidium melanogenum	46634	49875016	Contig
GCA_019924355.1	ASM1992435v1	Aureobasidium melanogenum	46634	48313798	Contig
GCA_019924535.1	ASM1992453v1	Aureobasidium melanogenum	46634	49540584	Contig
GCA_019924465.1	ASM1992446v1	Aureobasidium melanogenum	46634	49233877	Contig
GCA_019924025.1	ASM1992402v1	Aureobasidium melanogenum	46634	49789461	Contig
GCA_019924555.1	ASM1992455v1	Aureobasidium melanogenum	46634	52687980	Contig
GCA_019924485.1	ASM1992448v1	Aureobasidium melanogenum	46634	48707828	Contig
GCA_019925775.1	ASM1992577v1	Aureobasidium melanogenum	46634	54064871	Contig
GCA_019924615.1	ASM1992461v1	Aureobasidium melanogenum	46634	48676623	Contig
GCA_019924435.1	ASM1992443v1	Aureobasidium melanogenum	46634	47897794	Contig
GCA_019924275.1	ASM1992427v1	Aureobasidium melanogenum	46634	48266263	Contig
GCA_019924735.1	ASM1992473v1	Aureobasidium melanogenum	46634	49047962	Contig
GCA_019924755.1	ASM1992475v1	Aureobasidium melanogenum	46634	48369205	Contig
GCA_019924575.1	ASM1992457v1	Aureobasidium melanogenum	46634	48600495	Contig
GCA_019924905.1	ASM1992490v1	Aureobasidium melanogenum	46634	48770883	Contig
GCA_019924135.1	ASM1992413v1	Aureobasidium melanogenum	46634	52760648	Contig
GCA_019924395.1	ASM1992439v1	Aureobasidium melanogenum	46634	48468597	Contig
GCA_019924655.1	ASM1992465v1	Aureobasidium melanogenum	46634	48891444	Contig
GCA_019924155.1	ASM1992415v1	Aureobasidium melanogenum	46634	47931023	Contig
GCA_019924215.1	ASM1992421v1	Aureobasidium melanogenum	46634	47854161	Contig
GCA_019924675.1	ASM1992467v1	Aureobasidium melanogenum	46634	48174048	Contig
GCA_019924695.1	ASM1992469v1	Aureobasidium melanogenum	46634	47695943	Contig
GCA_019924375.1	ASM1992437v1	Aureobasidium melanogenum	46634	47264857	Contig
GCA_019924315.1	ASM1992431v1	Aureobasidium melanogenum	46634	46335594	Contig
GCA_019924115.1	ASM1992411v1	Aureobasidium melanogenum	46634	47000120	Contig
GCA_019924295.1	ASM1992429v1	Aureobasidium melanogenum	46634	39123879	Contig
GCA_019924775.1	ASM1992477v1	Aureobasidium melanogenum	46634	37051328	Contig
GCA_019925215.1	ASM1992521v1	Aureobasidium melanogenum	46634	39732547	Contig
GCA_005223365.2	ASM522336v2	Oryza meyeriana var. granulata	110450	736774741	Scaffold
GCA_008522505.1	Pgt_210	Puccinia graminis f. sp. tritici	56615	176850170	Scaffold
GCA_008520325.1	Pgt_Ug99	Puccinia graminis f. sp. tritici	56615	176235062	Contig
GCA_039096935.1	ASM3909693v1	Blastocystis sp. ATCC 50177/Nand II	478820	15943788	Contig
GCA_001651215.1	ASM165121v1	Blastocystis sp. ATCC 50177/Nand II	478820	16468307	Scaffold
GCA_000813385.1	ASM81338v1	Valsa mali var. pyri (nom. inval.)	694573	35730243	Scaffold
GCA_000968475.1	Huva2.0	Hanseniaspora uvarum DSM 2768	1246595	9503661	Contig
GCA_000513255.1	PROQFM164_20130607	Penicillium roqueforti FM164	1365484	29010044	Scaffold
GCA_001691835.3	ASM169183v3	Volvariella volvacea WC 439	1457512	35313785	Scaffold
GCA_011057915.1	Mmel_1.0	Melospiza melodia maxima	2498840	978299478	Scaffold
GCA_024244205.1	ASM2424420v1	Manis pentadactyla	143292	2536903991	Contig
GCA_036320845.1	ASM3632084v1	Penicillium citrinum	5077	31333751	Contig
GCA_004156035.1	ASM415603v1	Alternaria tenuissima	119927	35704180	Contig
GCA_000767015.2	Dfarinae2.0	Dermatophagoides farinae	6954	60394945	Scaffold
GCA_004154765.1	ASM415476v1	Alternaria tenuissima	119927	33508343	Contig
GCA_016906325.1	ASM1690632v1	Monilinia fructicola	38448	42955807	Contig
GCA_003076615.3	CUHK_Dpter_2.0	Dermatophagoides pteronyssinus	6956	59034585	Contig
GCA_022814885.1	ASM2281488v1	Ditylenchus destructor	166010	139411310	Contig
GCA_004156015.1	ASM415601v1	Alternaria tenuissima	119927	34724580	Scaffold
GCA_004154735.1	ASM415473v1	Alternaria tenuissima	119927	33066186	Scaffold
GCA_002158475.1	Ostta1115_2	Ostreococcus tauri	70448	14762682	Scaffold
GCA_004154845.1	ASM415484v1	Alternaria tenuissima	119927	35921821	Scaffold
GCA_004154745.1	ASM415474v1	Alternaria tenuissima	119927	33942725	Scaffold
GCA_022814895.1	ASM2281489v1	Ditylenchus destructor	166010	120895792	Contig
GCA_004168565.1	ASM416856v1	Alternaria tenuissima	119927	36064554	Scaffold
GCA_040143775.1	PoJapo1.0	Popillia japonica	7064	578045347	Scaffold
GCA_001445595.3	Rnecatrix_2.0	Rosellinia necatrix	77044	44257831	Scaffold
GCA_002081675.1	ASM208167v1	Enterocytozoon hepatopenaei	646526	3253521	Scaffold
GCA_000769765.1	ASM76976v1	Penicillium italicum	40296	30164421	Contig
GCA_019364655.1	UCR_GWSS_1.0	Homalodisca vitripennis	197043	1930920422	Scaffold
GCA_010799875.2	ASM1079987v2	Bugula neritina	10212	214678304	Contig
GCA_002897195.1	CUMW_v1.0	Citrus unshiu	55188	359652061	Scaffold
GCA_028858655.1	ChetPR9b_4	Bipolaris maydis	5016	38410429	Scaffold
GCA_028856445.1	ChetPR1x412_2	Bipolaris maydis	5016	41319077	Contig
GCA_028751825.1	ChetHm338_1	Bipolaris maydis	5016	45256060	Contig
GCA_028891585.1	CocheC5_4m	Bipolaris maydis	5016	36483639	Contig
GCA_019454015.1	ASM1945401v1	Bipolaris maydis	5016	36126374	Contig
GCA_028564845.1	ChetHAW225_4	Bipolaris maydis	5016	44199412	Scaffold
GCA_002926055.1	CanHae_1.0	Candidozyma haemuli	45357	13274804	Contig
GCA_003370565.1	ASM337056v1	Mucuna pruriens	157652	397042285	Scaffold
GCA_019425475.1	ASM1942547v1	Trypanosoma vivax	5699	23865041	Contig
GCA_004920355.1	ASM492035v1	Colletotrichum higginsianum	80884	49786461	Contig
GCA_023705605.1	Chig_4.0	Colletotrichum higginsianum	80884	49069799	Contig
GCA_900237765.1	BghRACE1_v1	Blumeria hordei	2867405	116475897	Contig
GCA_038497525.1	Lipsta1_1	Lipomyces starkeyi	29829	19963505	Scaffold
GCA_038497675.1	Lst8064_1	Lipomyces starkeyi	29829	18442876	Scaffold
GCA_038497405.1	Lst7536_1	Lipomyces starkeyi	29829	20360898	Scaffold
GCA_900162805.1	version 1	Zygosaccharomyces bailii	4954	10772966	Scaffold
GCA_038497925.1	Lst7851_1	Lipomyces starkeyi	29829	19724502	Scaffold
GCA_038497555.1	Lipstark1_1	Lipomyces starkeyi	29829	20058158	Scaffold
GCA_038497545.1	Lipstar1_1	Lipomyces starkeyi	29829	19585288	Scaffold
GCA_000313795.2	ASM31379v2	Colletotrichum higginsianum	80884	49084868	Scaffold
GCA_020569285.1	ASM2056928v1	Parastagonospora nodorum	13684	36947292	Scaffold
GCA_020573595.1	ASM2057359v1	Parastagonospora nodorum	13684	36836786	Scaffold
GCA_020578205.1	ASM2057820v1	Parastagonospora nodorum	13684	37313155	Scaffold
GCA_020578315.1	ASM2057831v1	Parastagonospora nodorum	13684	36678822	Scaffold
GCA_020578265.1	ASM2057826v1	Parastagonospora nodorum	13684	38351104	Scaffold
GCA_020578075.1	ASM2057807v1	Parastagonospora nodorum	13684	37668809	Scaffold
GCA_020576195.1	ASM2057619v1	Parastagonospora nodorum	13684	37659129	Scaffold
GCA_020577795.1	ASM2057779v1	Parastagonospora nodorum	13684	37609661	Scaffold
GCA_020569235.1	ASM2056923v1	Parastagonospora nodorum	13684	37076342	Scaffold
GCA_020578085.1	ASM2057808v1	Parastagonospora nodorum	13684	37646904	Scaffold
GCA_020571895.1	ASM2057189v1	Parastagonospora nodorum	13684	37046376	Scaffold
GCA_020557385.1	ASM2055738v1	Parastagonospora nodorum	13684	37379474	Scaffold
GCA_020577905.1	ASM2057790v1	Parastagonospora nodorum	13684	37656922	Scaffold
GCA_020579815.1	ASM2057981v1	Parastagonospora nodorum	13684	36668805	Scaffold
GCA_020580155.1	ASM2058015v1	Parastagonospora nodorum	13684	36823411	Scaffold
GCA_020577805.1	ASM2057780v1	Parastagonospora nodorum	13684	37650948	Scaffold
GCA_020574145.1	ASM2057414v1	Parastagonospora nodorum	13684	36684126	Scaffold
GCA_020574055.1	ASM2057405v1	Parastagonospora nodorum	13684	36357482	Scaffold
GCA_020574265.1	ASM2057426v1	Parastagonospora nodorum	13684	36525152	Scaffold
GCA_020570045.1	ASM2057004v1	Parastagonospora nodorum	13684	37047459	Scaffold
GCA_020580905.1	ASM2058090v1	Parastagonospora nodorum	13684	37215226	Scaffold
GCA_020568765.1	ASM2056876v1	Parastagonospora nodorum	13684	37020105	Scaffold
GCA_020577915.1	ASM2057791v1	Parastagonospora nodorum	13684	37659574	Scaffold
GCA_020575615.1	ASM2057561v1	Parastagonospora nodorum	13684	37537143	Scaffold
GCA_020574405.1	ASM2057440v1	Parastagonospora nodorum	13684	37063786	Scaffold
GCA_020574825.1	ASM2057482v1	Parastagonospora nodorum	13684	36629455	Scaffold
GCA_020576365.1	ASM2057636v1	Parastagonospora nodorum	13684	37661398	Scaffold
GCA_020572345.1	ASM2057234v1	Parastagonospora nodorum	13684	37052239	Scaffold
GCA_020578095.1	ASM2057809v1	Parastagonospora nodorum	13684	37637384	Scaffold
GCA_020574085.1	ASM2057408v1	Parastagonospora nodorum	13684	36590374	Scaffold
GCA_020578295.1	ASM2057829v1	Parastagonospora nodorum	13684	36656532	Scaffold
GCA_020575405.1	ASM2057540v1	Parastagonospora nodorum	13684	36276205	Scaffold
GCA_020569895.1	ASM2056989v1	Parastagonospora nodorum	13684	37378934	Scaffold
GCA_020569145.1	ASM2056914v1	Parastagonospora nodorum	13684	36983209	Scaffold
GCA_020574155.1	ASM2057415v1	Parastagonospora nodorum	13684	36814956	Scaffold
GCA_020568935.1	ASM2056893v1	Parastagonospora nodorum	13684	37426404	Scaffold
GCA_020574345.1	ASM2057434v1	Parastagonospora nodorum	13684	36535669	Scaffold
GCA_020581275.1	ASM2058127v1	Parastagonospora nodorum	13684	37533254	Scaffold
GCA_020578105.1	ASM2057810v1	Parastagonospora nodorum	13684	37659354	Scaffold
GCA_020578115.1	ASM2057811v1	Parastagonospora nodorum	13684	37655238	Scaffold
GCA_020569485.1	ASM2056948v1	Parastagonospora nodorum	13684	38145326	Scaffold
GCA_020573725.1	ASM2057372v1	Parastagonospora nodorum	13684	38222222	Scaffold
GCA_020573325.1	ASM2057332v1	Parastagonospora nodorum	13684	37494617	Scaffold
GCA_020578375.1	ASM2057837v1	Parastagonospora nodorum	13684	36753000	Scaffold
GCA_020568465.1	ASM2056846v1	Parastagonospora nodorum	13684	37417547	Scaffold
GCA_020568945.1	ASM2056894v1	Parastagonospora nodorum	13684	37420884	Scaffold
GCA_020580725.1	ASM2058072v1	Parastagonospora nodorum	13684	36503102	Scaffold
GCA_020570935.1	ASM2057093v1	Parastagonospora nodorum	13684	36667900	Scaffold
GCA_020574715.1	ASM2057471v1	Parastagonospora nodorum	13684	38048291	Scaffold
GCA_020577855.1	ASM2057785v1	Parastagonospora nodorum	13684	37659303	Scaffold
GCA_020572945.1	ASM2057294v1	Parastagonospora nodorum	13684	37849509	Scaffold
GCA_020570415.1	ASM2057041v1	Parastagonospora nodorum	13684	36665508	Scaffold
GCA_020580085.1	ASM2058008v1	Parastagonospora nodorum	13684	36784172	Scaffold
GCA_020570685.1	ASM2057068v1	Parastagonospora nodorum	13684	37047854	Scaffold
GCA_020581045.1	ASM2058104v1	Parastagonospora nodorum	13684	36665479	Scaffold
GCA_020572315.1	ASM2057231v1	Parastagonospora nodorum	13684	37840899	Scaffold
GCA_020569685.1	ASM2056968v1	Parastagonospora nodorum	13684	37054437	Scaffold
GCA_020572075.1	ASM2057207v1	Parastagonospora nodorum	13684	37067342	Scaffold
GCA_020573605.1	ASM2057360v1	Parastagonospora nodorum	13684	37032373	Scaffold
GCA_020573275.1	ASM2057327v1	Parastagonospora nodorum	13684	36710543	Scaffold
GCA_020579835.1	ASM2057983v1	Parastagonospora nodorum	13684	36684202	Scaffold
GCA_020575485.1	ASM2057548v1	Parastagonospora nodorum	13684	37590764	Scaffold
GCA_020574295.1	ASM2057429v1	Parastagonospora nodorum	13684	36857005	Scaffold
GCA_020571965.1	ASM2057196v1	Parastagonospora nodorum	13684	37058520	Scaffold
GCA_020571545.1	ASM2057154v1	Parastagonospora nodorum	13684	37413685	Scaffold
GCA_020574375.1	ASM2057437v1	Parastagonospora nodorum	13684	36676407	Scaffold
GCA_020574725.1	ASM2057472v1	Parastagonospora nodorum	13684	36735107	Scaffold
