"","Group","Accn","Organism_Taxonomic_ID","Organism.Name","SIN1All","SIN1Domain","RICTORAll","RICTORDomain","RAPTORAll","RAPTORDomain","TORAll","TORDomain","LST8All","LST8Domain","source","Class.name","Phylum.name","Order.name","Family.name","Genus.name"
"354","Streptophyta","GCA_005239225.2",43335,"Populus alba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Populus"
"355","Streptophyta","GCA_020310875.1",49495,"Ceratopteris richardii",NA,NA,NA,NA,1487.1,1486.8,1464,1463.7,NA,NA,"NCBI","Polypodiopsida","Streptophyta","Polypodiales","Pteridaceae","Ceratopteris"
"356","Streptophyta","GCA_001865875.1",3871,"Lupinus angustifolius",NA,NA,NA,NA,1647,1646.6,2120.2,2119.9,490.4,490.2,"NCBI","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Lupinus"
"357","Streptophyta","GCA_020875875.1",55571,"Dioscorea alata",NA,NA,NA,NA,1634.9,1634.5,2142.9,2142.6,491.5,491.3,"NCBI","Magnoliopsida","Streptophyta","Dioscoreales","Dioscoreaceae","Dioscorea"
"358","Streptophyta","GCA_009905375.1",4045,"Apium graveolens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Magnoliopsida","Streptophyta","Apiales","Apiaceae","Apium"
"359","Streptophyta","GCA_003952965.2",262757,"Morella rubra",NA,NA,NA,NA,1635,1634.6,2000.2,2000,379.2,304.2,"NCBI","Magnoliopsida","Streptophyta","Fagales","Myricaceae","Morella"
"360","Streptophyta","GCA_023525745.1",4217,"Arctium lappa",NA,NA,NA,NA,1656.8,1656.4,2203.5,2203.2,205,204.7,"NCBI","Magnoliopsida","Streptophyta","Asterales","Asteraceae","Arctium"
"361","Streptophyta","GCA_911865555.2",13288,"Thlaspi arvense",NA,NA,NA,NA,1620.9,1620.5,2154.1,2153.8,483.8,483.7,"NCBI","Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Thlaspi"
"362","Streptophyta","GCA_023525715.1",13427,"Cichorium intybus",NA,NA,NA,NA,1662.2,1661.7,1634.4,1634.1,500.4,500.2,"NCBI","Magnoliopsida","Streptophyta","Asterales","Asteraceae","Cichorium"
"363","Streptophyta","GCA_009771035.1",3870,"Lupinus albus",NA,NA,NA,NA,1651.1,1650.8,2145,2144.7,500.6,500.4,"NCBI","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Lupinus"
"364","Streptophyta","GCA_001879085.1",49451,"Nicotiana attenuata",NA,NA,NA,NA,1661.3,1660.9,1660.8,1660.5,487.3,487,"NCBI","Magnoliopsida","Streptophyta","Solanales","Solanaceae","Nicotiana"
"365","Streptophyta","GCA_001531365.2",59895,"Cynara cardunculus var. scolymus",NA,NA,NA,NA,1636.7,1636.3,1493.2,1487,283.1,207.7,"NCBI","Magnoliopsida","Streptophyta","Asterales","Asteraceae","Cynara"
"366","Streptophyta","GCA_030867185.1",13708,"Tagetes erecta",NA,NA,NA,NA,1656.7,1656.2,2175.7,2175.4,497.6,497.2,"NCBI","Magnoliopsida","Streptophyta","Asterales","Asteraceae","Tagetes"
"367","Streptophyta","GCA_046226855.1",34317,"Eucalyptus globulus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Magnoliopsida","Streptophyta","Myrtales","Myrtaceae","Eucalyptus"
"368","Streptophyta","GCA_019776745.2",29808,"Taxus chinensis",NA,NA,NA,NA,580.6,580.4,2030.5,2030.2,380.2,380,"NCBI","Pinopsida","Streptophyta","Cupressales","Taxaceae","Taxus"
"369","Streptophyta","GCA_009363875.1",192012,"Mikania micrantha",NA,NA,NA,NA,1641.3,1640.9,2149.2,2148.9,105.5,102.7,"NCBI","Magnoliopsida","Streptophyta","Asterales","Asteraceae","Mikania"
"370","Streptophyta","GCA_030979885.1",4521,"Lolium multiflorum",NA,NA,NA,NA,1609,1608.6,1488.2,1487.9,494,493.7,"NCBI","Magnoliopsida","Streptophyta","Poales","Poaceae","Lolium"
"371","Streptophyta","GCA_037954015.1",3891,"Psophocarpus tetragonolobus",NA,NA,NA,NA,1652.9,1652.4,2200,2199.7,500.1,499.9,"NCBI","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Psophocarpus"
"372","Streptophyta","GCA_963859935.3",3860,"Lathyrus sativus",NA,NA,NA,NA,1634,1633.5,2112.3,2112,495.4,495.2,"NCBI","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Lathyrus"
"373","Streptophyta","GCA_004837865.1",52838,"Musa balbisiana",NA,NA,NA,NA,1388.4,1044.4,1803.5,1513.2,NA,NA,"NCBI","Magnoliopsida","Streptophyta","Zingiberales","Musaceae","Musa"
"374","Streptophyta","GCA_019925795.1",161865,"Dendrobium chrysotoxum",NA,NA,NA,NA,1593.5,1593.2,2088.5,2088.2,487.3,487.1,"NCBI","Magnoliopsida","Streptophyta","Asparagales","Orchidaceae","Dendrobium"
"375","Streptophyta","GCA_039720395.1",63359,"Liquidambar formosana",NA,NA,NA,NA,1676.8,1676.4,2199.5,2199.2,499.7,499.6,"NCBI","Magnoliopsida","Streptophyta","Saxifragales","Altingiaceae","Liquidambar"
"376","Streptophyta","GCA_016081115.2",99300,"Rehmannia glutinosa",NA,NA,NA,NA,991.2,983.7,1522,1521.5,496.1,495.9,"NCBI","Magnoliopsida","Streptophyta","Lamiales","Orobanchaceae","Rehmannia"
"377","Streptophyta","GCA_013401445.1",458696,"Tripterygium wilfordii",NA,NA,NA,NA,1648.7,1648.3,2171.1,2170.7,500.8,500.7,"NCBI","Magnoliopsida","Streptophyta","Celastrales","Celastraceae","Tripterygium"
"378","Streptophyta","GCA_912172775.2",56036,"Fraxinus pennsylvanica",NA,NA,NA,NA,1641.4,1641,2485.3,1752.1,497.5,497.3,"NCBI","Magnoliopsida","Streptophyta","Lamiales","Oleaceae","Fraxinus"
"379","Streptophyta","GCA_025413875.1",49168,"Rhododendron molle",NA,NA,NA,NA,1656.7,1656.3,2159.7,2159.3,486.8,486.6,"NCBI","Magnoliopsida","Streptophyta","Ericales","Ericaceae","Rhododendron"
"380","Streptophyta","GCA_019202805.1",45249,"Arabidopsis suecica",NA,NA,NA,NA,1627.2,1626.7,2145.1,2144.8,486.6,486.4,"NCBI","Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Arabidopsis"
"381","Streptophyta","GCA_035136125.1",3512,"Quercus rubra",NA,NA,NA,NA,1659.4,1659,2186.2,2185.9,498.1,497.8,"NCBI","Magnoliopsida","Streptophyta","Fagales","Fagaceae","Quercus"
"382","Streptophyta","GCA_002211085.2",206008,"Panicum hallii",NA,NA,NA,NA,1634.8,1634.3,2062.5,2062.2,494.3,494,"NCBI","Magnoliopsida","Streptophyta","Poales","Poaceae","Panicum"
"383","Streptophyta","GCA_044505025.1",338654,"Bienertia sinuspersici",NA,NA,NA,NA,NA,NA,2183.9,2183.6,173.4,173.3,"NCBI","Magnoliopsida","Streptophyta","Caryophyllales","Chenopodiaceae","Bienertia"
"384","Streptophyta","GCA_029030765.1",1278906,"Salix suchowensis",116.8,116.6,NA,NA,1639.7,1639.3,2194.6,2194.3,501.7,501.4,"NCBI","Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Salix"
"385","Streptophyta","GCA_015680905.1",261450,"Coptis chinensis",NA,NA,NA,NA,1526.1,1525.7,2117.7,2038.7,196.9,196.5,"NCBI","Magnoliopsida","Streptophyta","Ranunculales","Ranunculaceae","Coptis"
"386","Streptophyta","GCA_037074985.1",147425,"Solanum bulbocastanum",NA,NA,NA,NA,1647.6,1647.2,2219.1,2218.9,484.6,484.3,"NCBI","Magnoliopsida","Streptophyta","Solanales","Solanaceae","Solanum"
"387","Streptophyta","GCA_027726005.1",13579,"Juncus effusus",NA,NA,NA,NA,1556.7,1556.3,2049.5,2049.2,496.1,495.9,"NCBI","Magnoliopsida","Streptophyta","Poales","Juncaceae","Juncus"
"388","Streptophyta","GCA_028052125.1",155640,"Melia azedarach",NA,NA,NA,NA,1670.5,1670.3,2219,2218.7,493.1,492.8,"NCBI","Magnoliopsida","Streptophyta","Sapindales","Meliaceae","Melia"
"389","Streptophyta","GCA_030169165.1",347529,"Centaurea solstitialis",NA,NA,NA,NA,1616.6,1616.1,1118.1,1035.7,497.5,497.3,"NCBI","Magnoliopsida","Streptophyta","Asterales","Asteraceae","Centaurea"
"390","Streptophyta","GCA_026586065.1",325984,"Dioscorea zingiberensis",NA,NA,NA,NA,1636.5,1636.1,2088.8,2088.5,494.3,493.9,"NCBI","Magnoliopsida","Streptophyta","Dioscoreales","Dioscoreaceae","Dioscorea"
"391","Streptophyta","GCA_030490815.1",4024,"Acer saccharum",NA,NA,NA,NA,1664.4,1664.1,2205.8,2205.5,494.3,493.9,"NCBI","Magnoliopsida","Streptophyta","Sapindales","Sapindaceae","Acer"
"392","Streptophyta","GCA_029228465.1",40686,"Salix viminalis",NA,NA,NA,NA,1620.5,1620.2,2162.8,2162.5,500.9,500.6,"NCBI","Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Salix"
"393","Streptophyta","GCA_037954025.1",3886,"Phaseolus coccineus",NA,NA,NA,NA,1650.4,1650,2190.2,2189.9,499.2,498.9,"NCBI","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Phaseolus"
"394","Streptophyta","GCA_034509755.1",243964,"Anisodus tanguticus",NA,NA,NA,NA,1651.8,1651.3,1570.8,1570.5,483.6,483.4,"NCBI","Magnoliopsida","Streptophyta","Solanales","Solanaceae","Anisodus"
"395","Streptophyta","GCA_035578085.1",50273,"Solanum pinnatisectum",NA,NA,NA,NA,1652,1651.6,2222.1,2221.8,487,486.8,"NCBI","Magnoliopsida","Streptophyta","Solanales","Solanaceae","Solanum"
"396","Streptophyta","GCA_014871385.1",3225,"Ceratodon purpureus",NA,NA,NA,NA,1563.1,1562.7,1899.4,1899.1,485.5,485.4,"NCBI","Bryopsida","Streptophyta","Pseudoditrichales","Ditrichaceae","Ceratodon"
"397","Streptophyta","GCA_030737845.1",4465,"Acorus calamus",NA,NA,NA,NA,1645.9,1645.5,2141.6,2141.3,495.7,495.5,"NCBI","Magnoliopsida","Streptophyta","Acorales","Acoraceae","Acorus"
"398","Streptophyta","GCA_964340505.1",114194,"Alopecurus aequalis",NA,NA,NA,NA,1610.6,1610.2,2063.2,2062.9,496.1,495.8,"NCBI","Magnoliopsida","Streptophyta","Poales","Poaceae","Alopecurus"
"399","Streptophyta","GCA_023525975.1",185202,"Smallanthus sonchifolius",NA,NA,NA,NA,1649.2,1648.8,2172.2,2171.9,500.1,499.9,"NCBI","Magnoliopsida","Streptophyta","Asterales","Asteraceae","Smallanthus"
"400","Streptophyta","GCA_043165305.1",520843,"Flemingia macrophylla",NA,NA,NA,NA,1558.9,1558.5,2176.6,2176.3,498.6,498.4,"NCBI","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Flemingia"
"401","Streptophyta","GCA_021442195.1",53036,"Sphagnum fallax",NA,NA,NA,NA,1524,1523.6,1904.3,1904,492.9,492.6,"NCBI","Sphagnopsida","Streptophyta","Sphagnales","Sphagnaceae","Sphagnum"
"402","Streptophyta","GCA_009078335.1",2182728,"Salix brachista",NA,NA,NA,NA,1616.9,1616.4,2115.2,2114.8,495.5,495.3,"NCBI","Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Salix"
"403","Streptophyta","GCA_007990325.1",34276,"Gossypium darwinii",NA,NA,NA,NA,1668.3,1667.9,2227.4,2227,502,501.9,"NCBI","Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium"
"404","Streptophyta","GCA_040670175.1",117978,"Dendrobium thyrsiflorum",NA,NA,NA,NA,1623.9,1623.6,2102.1,2101.8,487.3,487.1,"NCBI","Magnoliopsida","Streptophyta","Asparagales","Orchidaceae","Dendrobium"
"405","Streptophyta","GCA_029891385.1",1862640,"Erythroxylum novogranatense",NA,NA,NA,NA,1633.2,1632.8,2160.7,2160.4,498.1,498,"NCBI","Magnoliopsida","Streptophyta","Malpighiales","Erythroxylaceae","Erythroxylum"
"406","Streptophyta","GCA_019845555.1",158543,"Aristolochia fimbriata",NA,NA,NA,NA,1624.3,1623.9,2201.9,2201.6,463.5,463.3,"NCBI","Magnoliopsida","Streptophyta","Piperales","Aristolochiaceae","Aristolochia"
"407","Streptophyta","GCA_029379385.1",32244,"Quillaja saponaria",NA,NA,NA,NA,1643.5,1643.1,2179.8,2179.5,502.7,502.6,"NCBI","Magnoliopsida","Streptophyta","Fabales","Quillajaceae","Quillaja"
"408","Streptophyta","GCA_019202795.1",1240361,"Arabidopsis thaliana x Arabidopsis arenosa",NA,NA,NA,NA,1627.4,1627,2145.8,2145.5,486.6,486.4,"NCBI","Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Arabidopsis"
"409","Streptophyta","GCA_014851425.1",362788,"Senna tora",NA,NA,NA,NA,1562.1,1559.1,1638.9,1638.6,466.2,465.7,"NCBI","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Senna"
"410","Streptophyta","GCA_015143295.1",13715,"Tetracentron sinense",NA,NA,NA,NA,1448.4,896.2,1709.2,1708.8,490.9,490.8,"NCBI","Magnoliopsida","Streptophyta","Trochodendrales","Trochodendraceae","Tetracentron"
"411","Streptophyta","GCA_011114355.1",544730,"Carex littledalei",NA,NA,NA,NA,1551.4,1551.1,1558.8,1558.5,NA,NA,"NCBI","Magnoliopsida","Streptophyta","Poales","Cyperaceae","Carex"
"412","Streptophyta","GCA_014282245.1",118357,"Rhododendron simsii",NA,NA,NA,NA,1643,1642.5,2070.2,2067.1,410.6,212.9,"NCBI","Magnoliopsida","Streptophyta","Ericales","Ericaceae","Rhododendron"
"413","Streptophyta","GCA_004329165.1",455371,"Spatholobus suberectus",NA,NA,NA,NA,1565.5,1565,1606.9,1606.7,407.1,407,"NCBI","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Spatholobus"
"414","Streptophyta","GCA_035582765.1",4023,"Acer negundo",NA,NA,NA,NA,1663.6,1663.4,2197.5,2197.3,496.3,496,"NCBI","Magnoliopsida","Streptophyta","Sapindales","Sapindaceae","Acer"
"415","Streptophyta","GCA_005393395.2",47621,"Gossypium australe",NA,NA,NA,NA,1557.9,1554,1739,1738.7,369.6,369.5,"NCBI","Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium"
"416","Streptophyta","GCA_020921065.1",229202,"Vaccinium darrowii",NA,NA,NA,NA,1658.7,1658.3,2178.2,2177.9,489.4,489.1,"NCBI","Magnoliopsida","Streptophyta","Ericales","Ericaceae","Vaccinium"
"417","Streptophyta","GCA_030737835.1",55184,"Acorus gramineus",NA,NA,NA,NA,1636.9,1636.5,1921.8,1921.5,497.4,497.2,"NCBI","Magnoliopsida","Streptophyta","Acorales","Acoraceae","Acorus"
"418","Streptophyta","GCA_023653495.1",119954,"Melastoma candidum",NA,NA,NA,NA,1586.2,1585.8,2093.8,2093.5,488.7,488.6,"NCBI","Magnoliopsida","Streptophyta","Myrtales","Melastomataceae","Melastoma"
"419","Streptophyta","GCA_029783415.1",402998,"Anisodus acutangulus",NA,NA,NA,NA,1651.7,1651.3,2225.8,2225.5,467.2,467.1,"NCBI","Magnoliopsida","Streptophyta","Solanales","Solanaceae","Anisodus"
"420","Streptophyta","GCA_007726485.1",38414,"Eragrostis curvula",NA,NA,NA,NA,1613.8,1613.4,2038,2037.7,291.9,291.5,"NCBI","Magnoliopsida","Streptophyta","Poales","Poaceae","Eragrostis"
"421","Streptophyta","GCA_013677235.1",34286,"Gossypium klotzschianum",NA,NA,NA,NA,1628.5,1628.1,1706.7,1706.4,NA,NA,"NCBI","Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium"
"422","Streptophyta","GCA_037953625.1",3830,"Crotalaria pallida",NA,NA,NA,NA,1640.7,1640.3,1642.6,1642.3,500.1,499.9,"NCBI","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Crotalaria"
"423","Streptophyta","GCA_040167595.1",3572,"Saponaria officinalis",NA,NA,NA,NA,1578.6,1578.2,2111.2,2110.9,484.4,484.1,"NCBI","Magnoliopsida","Streptophyta","Caryophyllales","Caryophyllaceae","Saponaria"
"424","Streptophyta","GCA_020496765.1",47602,"Gossypium stocksii",NA,NA,NA,NA,1659.1,1658.7,2206.6,2206.3,502,501.9,"NCBI","Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium"
"425","Streptophyta","GCA_018127125.1",479676,"Rhododendron griersonianum",NA,NA,NA,NA,1666.3,1665.9,2060.7,2060.4,486.8,486.6,"NCBI","Magnoliopsida","Streptophyta","Ericales","Ericaceae","Rhododendron"
"426","Streptophyta","GCA_021904315.1",128215,"Sphagnum magellanicum",NA,NA,NA,NA,1525.2,1524.8,1895.9,1895.6,488.5,488.3,"NCBI","Sphagnopsida","Streptophyta","Sphagnales","Sphagnaceae","Sphagnum"
"427","Streptophyta","GCA_045791845.1",62892,"Solanum stoloniferum",NA,NA,NA,NA,1649.7,1649.3,2219.9,2219.6,487.1,486.8,"NCBI","Magnoliopsida","Streptophyta","Solanales","Solanaceae","Solanum"
"428","Streptophyta","GCA_014529385.2",13818,"Adiantum capillus-veneris",NA,NA,NA,NA,697,696.7,1951.5,1951.2,371.6,371.2,"NCBI","Polypodiopsida","Streptophyta","Polypodiales","Pteridaceae","Adiantum"
"429","Streptophyta","GCA_035582545.1",22666,"Trapa natans",NA,NA,NA,NA,1597.2,1596.8,2057.8,2057.3,498.4,498.1,"NCBI","Magnoliopsida","Streptophyta","Myrtales","Lythraceae","Trapa"
"430","Streptophyta","GCA_032871835.1",168575,"Dipteronia dyeriana",NA,NA,NA,NA,1652.1,1651.8,2205.2,2205,493.7,493.5,"NCBI","Magnoliopsida","Streptophyta","Sapindales","Sapindaceae","Dipteronia"
"431","Streptophyta","GCA_027562975.1",2022672,"Rhynchospora breviuscula",NA,NA,NA,NA,1558,1557.6,2047.8,2047.5,496.4,496.2,"NCBI","Magnoliopsida","Streptophyta","Poales","Cyperaceae","Rhynchospora"
"432","Streptophyta","GCA_039657325.1",152367,"Stephania cephalantha",NA,NA,NA,NA,1637,1636.6,2101,2100.7,NA,NA,"NCBI","Magnoliopsida","Streptophyta","Ranunculales","Menispermaceae","Stephania"
"433","Streptophyta","GCA_008009225.1",1000413,"Acer yangbiense",NA,NA,NA,NA,1640.8,1640.5,2154.9,2154.6,487.5,487.2,"NCBI","Magnoliopsida","Streptophyta","Sapindales","Sapindaceae","Acer"
"434","Streptophyta","GCA_043381455.1",41844,"Riccia fluitans",NA,NA,NA,NA,1572.2,1571.8,1878.3,1878,471.8,471.6,"NCBI","Marchantiopsida","Streptophyta","Marchantiales","Ricciaceae","Riccia"
"435","Streptophyta","GCA_964270295.1",228183,"Musa textilis",NA,NA,NA,NA,1622.6,1622.2,2046.9,2046.5,495.4,495.3,"NCBI","Magnoliopsida","Streptophyta","Zingiberales","Musaceae","Musa"
"436","Streptophyta","GCA_033220585.1",43782,"Dipteronia sinensis",NA,NA,NA,NA,1661.8,1661.5,2182.4,2181.9,484.1,483.8,"NCBI","Magnoliopsida","Streptophyta","Sapindales","Sapindaceae","Dipteronia"
"437","Streptophyta","GCA_964030465.3",240449,"Urochloa decumbens",NA,NA,NA,NA,1632,1631.6,2061.5,2061.1,496.1,495.9,"NCBI","Magnoliopsida","Streptophyta","Poales","Poaceae","Urochloa"
"438","Streptophyta","GCA_019426215.1",168488,"Buddleja alternifolia",NA,NA,NA,NA,1620.2,1619.7,2107.8,2107.5,496.1,495.9,"NCBI","Magnoliopsida","Streptophyta","Lamiales","Scrophulariaceae","Buddleja"
"439","Streptophyta","GCA_008932095.1",2448454,"Pyrus ussuriensis x Pyrus communis",NA,NA,NA,NA,1659.4,1658.9,1827.9,1827.8,499,498.7,"NCBI","Magnoliopsida","Streptophyta","Rosales","Rosaceae","Pyrus"
"440","Streptophyta","GCA_025200525.1",1840588,"Camellia lanceoleosa",NA,NA,NA,NA,1673,1672.6,2168.3,2168,497.5,497.2,"NCBI","Magnoliopsida","Streptophyta","Ericales","Theaceae","Camellia"
"441","Streptophyta","GCA_026229545.1",434234,"Pistacia atlantica",NA,NA,NA,NA,NA,NA,1570.4,1570.2,471.5,471.2,"NCBI","Magnoliopsida","Streptophyta","Sapindales","Anacardiaceae","Pistacia"
"442","Streptophyta","GCA_029204005.1",889485,"Salix udensis",NA,NA,NA,NA,1639,1638.6,1451.8,1451.5,501.7,501.4,"NCBI","Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Salix"
"443","Streptophyta","GCA_043235775.1",126358,"Abeliophyllum distichum",NA,NA,NA,NA,1662.1,1661.7,2154.1,2153.7,442,441.6,"NCBI","Magnoliopsida","Streptophyta","Lamiales","Oleaceae","Abeliophyllum"
"444","Streptophyta","GCA_029228605.1",2511006,"Salix koriyanagi",NA,NA,NA,NA,1620.9,1620.4,2189,2188.6,501.7,501.4,"NCBI","Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Salix"
"445","Streptophyta","GCA_014858505.1",360336,"Corymbia citriodora subsp. variegata",NA,NA,NA,NA,1629.4,1629,1746.9,1724.8,484.1,484,"NCBI","Magnoliopsida","Streptophyta","Myrtales","Myrtaceae","Corymbia"
"446","Streptophyta","GCA_029228515.1",444605,"Populus alba x Populus x berolinensis",NA,NA,NA,NA,1633.3,1632.9,2149.1,2148.7,500.8,500.5,"NCBI","Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Populus"
"447","Streptophyta","GCA_006937295.1",176857,"Carpinus fangiana",NA,NA,1049.9,1049.4,1612.9,1612.4,1747.1,1746.8,499.8,499.6,"NCBI","Magnoliopsida","Streptophyta","Fagales","Betulaceae","Carpinus"
"448","Streptophyta","GCA_009746105.1",262921,"Rhododendron williamsianum",NA,NA,NA,NA,1348,1346.1,1929.6,1617.1,487.3,487.1,"NCBI","Magnoliopsida","Streptophyta","Ericales","Ericaceae","Rhododendron"
"449","Streptophyta","GCA_013677245.1",34287,"Gossypium davidsonii",NA,NA,NA,NA,1565.8,841.4,1747.8,1747.4,502,501.9,"NCBI","Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium"
"450","Streptophyta","GCA_013677255.1",34285,"Gossypium harknessii",NA,NA,NA,NA,807.7,512.9,1723.3,1723,178.3,178.2,"NCBI","Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium"
"451","Streptophyta","GCA_040182985.1",425828,"Lithocarpus litseifolius",NA,NA,NA,NA,1652.9,1652.5,2154.8,2154.4,496.4,496.1,"NCBI","Magnoliopsida","Streptophyta","Fagales","Fagaceae","Lithocarpus"
"452","Streptophyta","GCA_041381175.1",28513,"Salvia divinorum",NA,NA,NA,NA,1644.3,1643.9,2138.4,2138.1,495.9,495.8,"NCBI","Magnoliopsida","Streptophyta","Lamiales","Lamiaceae","Salvia"
"453","Streptophyta","GCA_039657365.1",152371,"Stephania yunnanensis",NA,NA,NA,NA,1640.5,1640.1,1978.1,1975.2,484.2,483.9,"NCBI","Magnoliopsida","Streptophyta","Ranunculales","Menispermaceae","Stephania"
"454","Streptophyta","GCA_949775105.1",529605,"Oldenlandia corymbosa var. corymbosa",NA,NA,NA,NA,1641,1640.6,2193.1,2192.8,493.8,493.6,"NCBI","Magnoliopsida","Streptophyta","Gentianales","Rubiaceae","Oldenlandia"
"455","Streptophyta","GCA_037954105.1",3824,"Canavalia gladiata",NA,NA,NA,NA,1643,1642.5,2190.9,2190.6,499.4,499.2,"NCBI","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Canavalia"
"456","Streptophyta","GCA_027725995.1",198213,"Rhynchospora tenuis",NA,NA,NA,NA,1562.3,1561.9,2050.1,2049.8,496.4,496.2,"NCBI","Magnoliopsida","Streptophyta","Poales","Cyperaceae","Rhynchospora"
"457","Streptophyta","GCA_030848705.1",360622,"Heracleum sosnowskyi",NA,NA,NA,NA,1636.2,1635.9,2199.8,2199.5,499,498.8,"NCBI","Magnoliopsida","Streptophyta","Apiales","Apiaceae","Heracleum"
"458","Streptophyta","GCA_039657345.1",461633,"Stephania japonica",NA,NA,NA,NA,1642.2,1641.8,1614.3,1614,486,485.8,"NCBI","Magnoliopsida","Streptophyta","Ranunculales","Menispermaceae","Stephania"
"459","Streptophyta","GCA_039657385.1",2935761,"Citrus x changshan-huyou",NA,NA,NA,NA,1618.2,1618,2143.3,2142.8,489.4,489.2,"NCBI","Magnoliopsida","Streptophyta","Sapindales","Rutaceae","Citrus"
"460","Streptophyta","GCA_028095005.1",906938,"Rhynchospora pubera",NA,NA,NA,NA,1562.1,1561.7,2050.6,2050.3,497.3,497,"NCBI","Magnoliopsida","Streptophyta","Poales","Cyperaceae","Rhynchospora"
"461","Streptophyta","GCA_964267205.1",151428,"Prunus brigantina",NA,NA,NA,NA,1682.3,1681.9,2182.5,2182.1,498.9,498.7,"NCBI","Magnoliopsida","Streptophyta","Rosales","Rosaceae","Prunus"
"462","Streptophyta","GCA_964030455.1",586398,"Linum trigynum",NA,NA,NA,NA,1648.7,1648.3,2206.1,2205.8,502.9,502.7,"NCBI","Magnoliopsida","Streptophyta","Malpighiales","Linaceae","Linum"
"463","Streptophyta","GCA_964014455.1",128206,"Sphagnum jensenii",NA,NA,211.1,203.9,1524.8,1524.4,1902,1901.7,492.9,492.6,"NCBI","Sphagnopsida","Streptophyta","Sphagnales","Sphagnaceae","Sphagnum"
"464","Streptophyta","GCA_963970355.1",128251,"Sphagnum troendelagicum",NA,NA,NA,NA,1524.8,1524.4,1901.9,1901.6,492.9,492.6,"NCBI","Sphagnopsida","Streptophyta","Sphagnales","Sphagnaceae","Sphagnum"
"465","Streptophyta","GCA_902729315.2",51605,"Spirodela intermedia",NA,NA,NA,NA,1614.9,1614.5,2067.4,2067.2,471.7,471.5,"NCBI","Magnoliopsida","Streptophyta","Alismatales","Araceae","Spirodela"
"466","Streptophyta","GCA_022379115.2",167791,"Bauhinia variegata",NA,NA,NA,NA,1655.8,1655.3,2201.5,2201.2,487.4,487.1,"NCBI","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Bauhinia"
"467","Streptophyta","GCA_008638375.1",561372,"Nyssa sinensis",NA,NA,NA,NA,1679.7,1679.2,1695.6,1695.2,489.9,489.7,"NCBI","Magnoliopsida","Streptophyta","Cornales","Nyssaceae","Nyssa"
"468","Streptophyta","GCA_046254845.1",265156,"Penstemon smallii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NCBI","Magnoliopsida","Streptophyta","Lamiales","Plantaginaceae","Penstemon"
"469","Streptophyta","GCA_007844105.2",2594499,"Rhamnella rubrinervis",NA,NA,NA,NA,1473.1,997.8,2188.6,2188.2,488.3,488,"NCBI","Magnoliopsida","Streptophyta","Rosales","Rhamnaceae","Rhamnella"
"470","Streptophyta","GCA_026225825.1",434235,"Pistacia integerrima",NA,NA,NA,NA,1192.4,1192.2,1706.6,1706.3,277.6,277.3,"NCBI","Magnoliopsida","Streptophyta","Sapindales","Anacardiaceae","Pistacia"
"471","Streptophyta","GCA_964270275.1",213591,"Musa banksii",NA,NA,NA,NA,1623.4,1623,2057.8,2057.3,495.4,495.3,"NCBI","Magnoliopsida","Streptophyta","Zingiberales","Musaceae","Musa"
"472","Streptophyta","GCA_018691285.1",37648,"Cucurbita argyrosperma subsp. sororia",NA,NA,NA,NA,1644.4,1643.9,2201.1,2200.9,472.5,471.7,"NCBI","Magnoliopsida","Streptophyta","Cucurbitales","Cucurbitaceae","Cucurbita"
"473","Streptophyta","GCA_043237855.1",205694,"Forsythia ovata",NA,NA,NA,NA,1660.3,1659.8,1630.1,1629.8,494.7,494.5,"NCBI","Magnoliopsida","Streptophyta","Lamiales","Oleaceae","Forsythia"
