"Accn","Group","Organism.Taxonomic.ID","Organism.Name","SIN1","RICTOR","RAPTOR","TOR","LST8","D1","Class.name","Phylum.name","Order.name","Family.name","Genus.name","Source"
"Macpyr2","Stramenopiles",35122,"Macrocystis pyrifera CI_03 v1.0",NA,"H","H","H","H",NA,"Phaeophyceae",NA,"Laminariales","Laminariaceae","Macrocystis","JGI"
"Hypcat1","Stramenopiles",42384,"Hyphochytrium catenoides ATCC 18719","L","M","H","H","H",NA,"Hyphochytriomycetes",NA,NA,"Hyphochytriaceae","Hyphochytrium","JGI"
"LabyHa","Stramenopiles",2710872,"Labyrinthula sp. SR_Ha_C",NA,"M",NA,"H",NA,NA,"Bigyra",NA,"Labyrinthulida","Labyrinthulaceae","Labyrinthula","JGI"
"Nithil2","Stramenopiles",2857,"Nitzschia inconspicua GAI-293 v2.0",NA,NA,"H","H","H","H","Bacillariophyceae","Bacillariophyta","Bacillariales","Bacillariaceae","Nitzschia","JGI"
"Hyaar1","Stramenopiles",559515,"Hyaloperonospora arabidopsidis Emoy2 v2.0","M","H","H","H","H",NA,NA,"Oomycota","Peronosporales","Peronosporaceae","Hyaloperonospora","JGI"
"Nemde1","Stramenopiles",2185085,"Nemacystus decipiens Onna-1",NA,"H","H","H","H",NA,"Phaeophyceae",NA,"Ectocarpales","Chordariaceae","Nemacystus","JGI"
"Claok1","Stramenopiles",309737,"Cladosiphon okamuranus S strain",NA,"H","H","H","L",NA,"Phaeophyceae",NA,"Ectocarpales","Chordariaceae","Cladosiphon","JGI"
"Ochro1393","Stramenopiles",420556,"Ochromonas sp. CCMP1393 v1.4","L","M","H","H","H","H","Chrysophyceae",NA,"Chromulinales","Chromulinaceae","Ochromonas","JGI"
"Parimp1","Stramenopiles",37642,"Paraphysomonas imperforata CCMP1604 v1.4","L","H","H","H","H",NA,"Chrysophyceae",NA,"Chromulinales","Paraphysomonadaceae","Paraphysomonas","JGI"
"Mintr2","Stramenopiles",265540,"Minidiscus variabilis CCMP495 v1.0",NA,NA,"H","H",NA,NA,"Coscinodiscophyceae","Bacillariophyta","Thalassiosirales","Thalassiosiraceae","Minidiscus","JGI"
"Thaoce1","Stramenopiles",637379,"Thalassiosira oceanica CCMP1005",NA,NA,"H","H","M","H","Coscinodiscophyceae","Bacillariophyta","Thalassiosirales","Thalassiosiraceae","Thalassiosira","JGI"
"Schag1","Stramenopiles",876976,"Schizochytrium aggregatum ATCC 28209 v1.0",NA,"H","H","H","H",NA,"Bigyra",NA,"Thraustochytrida","Thraustochytriaceae","Schizochytrium","JGI"
"Aplke1","Stramenopiles",87111,"Aplanochytrium kerguelense PBS07 v1.0",NA,"H","H","H","H",NA,"Bigyra",NA,"Thraustochytrida","Thraustochytriaceae","Aplanochytrium","JGI"
"Phyci1","Stramenopiles",622258,"Phytophthora cinnamomi var cinnamomi v1.0","M","H","H","H","H",NA,NA,"Oomycota","Peronosporales","Peronosporaceae","Phytophthora","JGI"
"Aurli1","Stramenopiles",717989,"Aurantiochytrium limacinum ATCC MYA-1381 v1.0",NA,"L","H","H","H",NA,"Bigyra",NA,"Thraustochytrida","Thraustochytriaceae","Aurantiochytrium","JGI"
"Psemu1","Stramenopiles",37319,"Pseudo-nitzschia multiseries CLN-47",NA,NA,"H","H","H","H","Bacillariophyceae","Bacillariophyta","Bacillariales","Bacillariaceae","Pseudo-nitzschia","JGI"
"Sacja1","Stramenopiles",88149,"Saccharina japonica str. Ja",NA,"H","M","H","M",NA,"Phaeophyceae",NA,"Laminariales","Laminariaceae","Saccharina","JGI"
"GCA_000001735.2","Streptophyta",3702,"Arabidopsis thaliana",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Arabidopsis","NCBI"
"GCA_000002775.4","Streptophyta",3694,"Populus trichocarpa",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Populus","NCBI"
"GCA_000003195.3","Streptophyta",4558,"Sorghum bicolor",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Poales","Poaceae","Sorghum","NCBI"
"GCA_000003745.2","Streptophyta",29760,"Vitis vinifera",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Vitales","Vitaceae","Vitis","NCBI"
"GCA_000004075.3","Streptophyta",3659,"Cucumis sativus",NA,NA,"H","H","L","M","Magnoliopsida","Streptophyta","Cucurbitales","Cucurbitaceae","Cucumis","NCBI"
"GCA_000004255.1","Streptophyta",81972,"Arabidopsis lyrata subsp. lyrata",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Arabidopsis","NCBI"
"GCA_000004515.5","Streptophyta",3847,"Glycine max",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Glycine","NCBI"
"GCA_000004655.2","Streptophyta",39946,"Oryza sativa Indica Group",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Poales","Poaceae","Oryza","NCBI"
"GCA_000005005.6","Streptophyta",4577,"Zea mays",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Poales","Poaceae","Zea","NCBI"
"GCA_000005425.2","Streptophyta",39947,"Oryza sativa Japonica Group",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Poales","Poaceae","Oryza","NCBI"
"GCA_000005505.4","Streptophyta",15368,"Brachypodium distachyon",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Poales","Poaceae","Brachypodium","NCBI"
"GCA_000143415.2","Streptophyta",88036,"Selaginella moellendorffii",NA,NA,"H","H","H","H","Lycopodiopsida","Streptophyta","Selaginellales","Selaginellaceae","Selaginella","NCBI"
"GCA_000151685.2","Streptophyta",3988,"Ricinus communis",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Malpighiales","Euphorbiaceae","Ricinus","NCBI"
"GCA_000219495.2","Streptophyta",3880,"Medicago truncatula",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Medicago","NCBI"
"GCA_000263155.2","Streptophyta",4555,"Setaria italica",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Poales","Poaceae","Setaria","NCBI"
"GCA_000327365.2","Streptophyta",29730,"Gossypium raimondii",NA,NA,"H","H","H","M","Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium","NCBI"
"GCA_000331365.3","Streptophyta",4639,"Ensete ventricosum",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Zingiberales","Musaceae","Ensete","NCBI"
"GCA_000340665.2","Streptophyta",3821,"Cajanus cajan",NA,NA,"L","H","H","H","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Cajanus","NCBI"
"GCA_000346465.2","Streptophyta",3760,"Prunus persica",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Rosales","Rosaceae","Prunus","NCBI"
"GCA_000347455.1","Streptophyta",4572,"Triticum urartu",NA,NA,NA,"H","H","H","Magnoliopsida","Streptophyta","Poales","Poaceae","Triticum","NCBI"
"GCA_000375325.1","Streptophyta",81985,"Capsella rubella",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Capsella","NCBI"
"GCA_000403535.1","Streptophyta",3641,"Theobroma cacao",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Malvales","Malvaceae","Theobroma","NCBI"
"GCA_000414095.2","Streptophyta",981085,"Morus notabilis",NA,NA,"H","H",NA,"H","Magnoliopsida","Streptophyta","Rosales","Moraceae","Morus","NCBI"
"GCA_000441915.1","Streptophyta",192259,"Genlisea aurea",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Lamiales","Lentibulariaceae","Genlisea","NCBI"
"GCA_000471905.1","Streptophyta",13333,"Amborella trichopoda",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Amborellales","Amborellaceae","Amborella","NCBI"
"GCA_000478725.1","Streptophyta",72664,"Eutrema salsugineum",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Eutrema","NCBI"
"GCA_000493195.1","Streptophyta",85681,"Citrus x clementina",NA,NA,"H","H","H","M","Magnoliopsida","Streptophyta","Sapindales","Rutaceae","Citrus","NCBI"
"GCA_000499845.2","Streptophyta",3885,"Phaseolus vulgaris",NA,NA,"H","H","H","M","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Phaseolus","NCBI"
"GCA_000504015.1","Streptophyta",4155,"Erythranthe guttata",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Lamiales","Phrymaceae","Erythranthe","NCBI"
"GCA_000510995.2","Streptophyta",3562,"Spinacia oleracea",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Caryophyllales","Chenopodiaceae","Spinacia","NCBI"
"GCA_000511025.2","Streptophyta",3555,"Beta vulgaris subsp. vulgaris",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Caryophyllales","Chenopodiaceae","Beta","NCBI"
"GCA_000512255.2","Streptophyta",4072,"Capsicum annuum",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Solanales","Solanaceae","Capsicum","NCBI"
"GCA_000583005.2","Streptophyta",57577,"Trifolium pratense",NA,NA,"H","H","H","L","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Trifolium","NCBI"
"GCA_000612305.2","Streptophyta",71139,"Eucalyptus grandis",NA,NA,"H","H","H","L","Magnoliopsida","Streptophyta","Myrtales","Myrtaceae","Eucalyptus","NCBI"
"GCA_000695605.1","Streptophyta",2711,"Citrus sinensis",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Sapindales","Rutaceae","Citrus","NCBI"
"GCA_000696525.1","Streptophyta",180498,"Jatropha curcas",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Malpighiales","Euphorbiaceae","Jatropha","NCBI"
"GCA_000708835.1","Streptophyta",105231,"Klebsormidium nitens",NA,"H","H","H","H","H","Klebsormidiophyceae","Streptophyta","Klebsormidiales","Klebsormidiaceae","Klebsormidium","NCBI"
"GCA_000722935.2","Streptophyta",3848,"Glycine soja",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Glycine","NCBI"
"GCA_000733195.1","Streptophyta",50452,"Arabis alpina",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Arabis","NCBI"
"GCA_000751015.1","Streptophyta",3708,"Brassica napus",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Brassica","NCBI"
"GCA_000763605.2","Streptophyta",60419,"Castanea mollissima",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Fagales","Fagaceae","Castanea","NCBI"
"GCA_000787975.1","Streptophyta",29729,"Gossypium arboreum",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium","NCBI"
"GCA_000801105.3","Streptophyta",3726,"Raphanus sativus",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Raphanus","NCBI"
"GCA_001185155.1","Streptophyta",29655,"Zostera marina",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Alismatales","Zosteraceae","Zostera","NCBI"
"GCA_001190045.1","Streptophyta",3914,"Vigna angularis",NA,NA,"H","H","H","M","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Vigna","NCBI"
"GCA_001411555.2","Streptophyta",51240,"Juglans regia",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Fagales","Juglandaceae","Juglans","NCBI"
"GCA_001531365.2","Streptophyta",59895,"Cynara cardunculus var. scolymus",NA,NA,"H","H","M","M","Magnoliopsida","Streptophyta","Asterales","Asteraceae","Cynara","NCBI"
"GCA_001598015.1","Streptophyta",472368,"Dorcoceras hygrometricum",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Lamiales","Gesneriaceae","Dorcoceras","NCBI"
"GCA_001605985.2","Streptophyta",906689,"Dendrobium catenatum",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Asparagales","Orchidaceae","Dendrobium","NCBI"
"GCA_001625215.2","Streptophyta",79200,"Daucus carota subsp. sativus",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Apiales","Apiaceae","Daucus","NCBI"
"GCA_001633215.2","Streptophyta",888268,"Dichanthelium oligosanthes",NA,NA,NA,"H","H","M","Magnoliopsida","Streptophyta","Poales","Poaceae","Dichanthelium","NCBI"
"GCA_001641455.1","Streptophyta",1480154,"Marchantia polymorpha subsp. ruderalis",NA,NA,"H","H","H","H","Marchantiopsida","Streptophyta","Marchantiales","Marchantiaceae","Marchantia","NCBI"
"GCA_001659605.2","Streptophyta",3983,"Manihot esculenta",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Malpighiales","Euphorbiaceae","Manihot","NCBI"
"GCA_001661175.1","Streptophyta",4615,"Ananas comosus",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Poales","Bromeliaceae","Ananas","NCBI"
"GCA_001692995.2","Streptophyta",4182,"Sesamum indicum",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Lamiales","Pedaliaceae","Sesamum","NCBI"
"GCA_001742945.1","Streptophyta",3900,"Trifolium subterraneum",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Trifolium","NCBI"
"GCA_001865875.1","Streptophyta",3871,"Lupinus angustifolius",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Lupinus","NCBI"
"GCA_001876935.1","Streptophyta",4686,"Asparagus officinalis",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Asparagales","Asparagaceae","Asparagus","NCBI"
"GCA_001879085.1","Streptophyta",49451,"Nicotiana attenuata",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Solanales","Solanaceae","Nicotiana","NCBI"
"GCA_001972305.1","Streptophyta",3775,"Cephalotus follicularis",NA,NA,"H","H","H","L","Magnoliopsida","Streptophyta","Oxalidales","Cephalotaceae","Cephalotus","NCBI"
"GCA_001974805.1","Streptophyta",210143,"Corchorus capsularis",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Malvales","Malvaceae","Corchorus","NCBI"
"GCA_001974825.2","Streptophyta",93759,"Corchorus olitorius",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Malvales","Malvaceae","Corchorus","NCBI"
"GCA_002127325.2","Streptophyta",4232,"Helianthus annuus",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Asterales","Asteraceae","Helianthus","NCBI"
"GCA_002174775.1","Streptophyta",56857,"Macleaya cordata",NA,NA,"H","H","H","L","Magnoliopsida","Streptophyta","Ranunculales","Papaveraceae","Macleaya","NCBI"
"GCA_002201585.1","Streptophyta",22663,"Punica granatum",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Myrtales","Lythraceae","Punica","NCBI"
"GCA_002211085.2","Streptophyta",206008,"Panicum hallii",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Poales","Poaceae","Panicum","NCBI"
"GCA_002220415.3","Streptophyta",4565,"Triticum aestivum",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Poales","Poaceae","Triticum","NCBI"
"GCA_002271885.2","Streptophyta",33114,"Capsicum baccatum",NA,NA,"H","H","L","H","Magnoliopsida","Streptophyta","Solanales","Solanaceae","Capsicum","NCBI"
"GCA_002271895.2","Streptophyta",80379,"Capsicum chinense",NA,NA,"H","H",NA,"H","Magnoliopsida","Streptophyta","Solanales","Solanaceae","Capsicum","NCBI"
"GCA_002738505.1","Streptophyta",218851,"Aquilegia coerulea",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Ranunculales","Ranunculaceae","Aquilegia","NCBI"
"GCA_002762385.1","Streptophyta",429701,"Handroanthus impetiginosus",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Lamiales","Bignoniaceae","Handroanthus","NCBI"
"GCA_002786265.1","Streptophyta",1088818,"Apostasia shenzhenica",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Asparagales","Orchidaceae","Apostasia","NCBI"
"GCA_002870075.4","Streptophyta",4236,"Lactuca sativa",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Asterales","Asteraceae","Lactuca","NCBI"
"GCA_002897195.1","Streptophyta",55188,"Citrus unshiu",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Sapindales","Rutaceae","Citrus","NCBI"
"GCA_002906115.5","Streptophyta",58331,"Quercus suber",NA,NA,"H","H","M","H","Magnoliopsida","Streptophyta","Fagales","Fagaceae","Quercus","NCBI"
"GCA_002914805.1","Streptophyta",3476,"Parasponia andersonii",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Rosales","Cannabaceae","Parasponia","NCBI"
"GCA_002914845.1","Streptophyta",63057,"Trema orientale",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Rosales","Cannabaceae","Trema","NCBI"
"GCA_002926015.1","Streptophyta",3634,"Gossypium barbadense",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium","NCBI"
"GCA_002966975.2","Streptophyta",2094558,"Prunus yedoensis var. nudiflora",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Rosales","Rosaceae","Prunus","NCBI"
"GCA_002994745.2","Streptophyta",74649,"Rosa chinensis",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Rosales","Rosaceae","Rosa","NCBI"
"GCA_003024255.1","Streptophyta",1590841,"Actinidia chinensis var. chinensis",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Ericales","Actinidiaceae","Actinidia","NCBI"
"GCA_003032435.1","Streptophyta",3197,"Marchantia polymorpha",NA,NA,"H","H","H","H","Marchantiopsida","Streptophyta","Marchantiales","Marchantiaceae","Marchantia","NCBI"
"GCA_003046395.2","Streptophyta",4540,"Panicum miliaceum",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Poales","Poaceae","Panicum","NCBI"
"GCA_003061485.1","Streptophyta",1504633,"Panicum hallii var. hallii",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Poales","Poaceae","Panicum","NCBI"
"GCA_003112345.1","Streptophyta",35608,"Artemisia annua",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Asterales","Asteraceae","Artemisia","NCBI"
"GCA_003260385.1","Streptophyta",267555,"Cuscuta australis",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Solanales","Convolvulaceae","Cuscuta","NCBI"
"GCA_003260635.2","Streptophyta",69181,"Brassica cretica",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Brassica","NCBI"
"GCA_003370565.1","Streptophyta",157652,"Mucuna pruriens",NA,NA,"H","H","H","L","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Mucuna","NCBI"
"GCA_003427395.1","Streptophyta",69332,"Chara braunii",NA,NA,"H","H","H",NA,"Charophyceae","Streptophyta","Charales","Characeae","Chara","NCBI"
"GCA_003434825.1","Streptophyta",3711,"Brassica rapa",NA,NA,"H","H","H","M","Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Brassica","NCBI"
"GCA_003490085.1","Streptophyta",97028,"Trifolium medium",NA,NA,"M","H","M",NA,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Trifolium","NCBI"
"GCA_003546025.1","Streptophyta",337451,"Cinnamomum micranthum f. kanehirae",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Laurales","Lauraceae","Cinnamomum","NCBI"
"GCA_003573695.1","Streptophyta",3469,"Papaver somniferum",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Ranunculales","Papaveraceae","Papaver","NCBI"
"GCA_003713155.1","Streptophyta",3818,"Arachis hypogaea",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Arachis","NCBI"
"GCA_003952965.2","Streptophyta",262757,"Morella rubra",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Fagales","Myricaceae","Morella","NCBI"
"GCA_003958685.2","Streptophyta",3917,"Vigna unguiculata",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Vigna","NCBI"
"GCA_004007595.1","Streptophyta",4530,"Oryza sativa",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Poales","Poaceae","Oryza","NCBI"
"GCA_004114815.1","Streptophyta",4513,"Hordeum vulgare",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Poales","Poaceae","Hordeum","NCBI"
"GCA_004115005.2","Streptophyta",1094858,"Cucurbita argyrosperma subsp. argyrosperma",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Cucurbitales","Cucurbitaceae","Cucurbita","NCBI"
"GCA_004115385.1","Streptophyta",3750,"Malus domestica",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Rosales","Rosaceae","Malus","NCBI"
"GCA_004153795.2","Streptophyta",542762,"Camellia sinensis var. sinensis",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Ericales","Theaceae","Camellia","NCBI"
"GCA_004303085.2","Streptophyta",608512,"Perilla frutescens var. hirtella",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Lamiales","Lamiaceae","Perilla","NCBI"
"GCA_004320505.1","Streptophyta",157739,"Vigna angularis var. angularis",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Vigna","NCBI"
"GCA_004329165.1","Streptophyta",455371,"Spatholobus suberectus",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Spatholobus","NCBI"
"GCA_004379255.2","Streptophyta",180675,"Salvia splendens",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Lamiales","Lamiaceae","Salvia","NCBI"
"GCA_004837865.1","Streptophyta",52838,"Musa balbisiana",NA,NA,"H","H",NA,"H","Magnoliopsida","Streptophyta","Zingiberales","Musaceae","Musa","NCBI"
"GCA_005223365.2","Streptophyta",110450,"Oryza meyeriana var. granulata",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Poales","Poaceae","Oryza","NCBI"
"GCA_005239225.1","Streptophyta",43335,"Populus alba",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Populus","NCBI"
"GCA_005286985.2","Streptophyta",4556,"Setaria viridis",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Poales","Poaceae","Setaria","NCBI"
"GCA_005393395.2","Streptophyta",47621,"Gossypium australe",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium","NCBI"
"GCA_005549215.1","Streptophyta",1194695,"Cucumis melo var. makuwa",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Cucurbitales","Cucurbitaceae","Cucumis","NCBI"
"GCA_006013705.1","Streptophyta",4083,"Solanum chilense",NA,NA,"H","H","H","M","Magnoliopsida","Streptophyta","Solanales","Solanaceae","Solanum","NCBI"
"GCA_006381635.2","Streptophyta",106335,"Hibiscus syriacus",NA,NA,"M","H","H","H","Magnoliopsida","Streptophyta","Malvales","Malvaceae","Hibiscus","NCBI"
"GCA_006547085.1","Streptophyta",106549,"Malus baccata",NA,NA,"H","H","M","M","Magnoliopsida","Streptophyta","Rosales","Rosaceae","Malus","NCBI"
"GCA_006937295.1","Streptophyta",176857,"Carpinus fangiana",NA,"H","H","H","H","H","Magnoliopsida","Streptophyta","Fagales","Betulaceae","Carpinus","NCBI"
"GCA_007726485.1","Streptophyta",38414,"Eragrostis curvula",NA,NA,"H","H","M",NA,"Magnoliopsida","Streptophyta","Poales","Poaceae","Eragrostis","NCBI"
"GCA_007844105.2","Streptophyta",2594499,"Rhamnella rubrinervis",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Rosales","Rhamnaceae","Rhamnella","NCBI"
"GCA_007990325.1","Streptophyta",34276,"Gossypium darwinii",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium","NCBI"
"GCA_007990345.1","Streptophyta",3635,"Gossypium hirsutum",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium","NCBI"
"GCA_007990455.1","Streptophyta",34275,"Gossypium mustelinum",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium","NCBI"
"GCA_007990485.1","Streptophyta",34277,"Gossypium tomentosum",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Malvales","Malvaceae","Gossypium","NCBI"
"GCA_008009225.1","Streptophyta",1000413,"Acer yangbiense",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Sapindales","Sapindaceae","Acer","NCBI"
"GCA_008124465.1","Streptophyta",13894,"Cocos nucifera",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Arecales","Arecaceae","Cocos","NCBI"
"GCA_008632915.2","Streptophyta",3755,"Prunus dulcis",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Rosales","Rosaceae","Prunus","NCBI"
"GCA_008636005.1","Streptophyta",4170,"Striga asiatica",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Lamiales","Orobanchaceae","Striga","NCBI"
"GCA_008638375.1","Streptophyta",561372,"Nyssa sinensis",NA,NA,"H","H","H","L","Magnoliopsida","Streptophyta","Cornales","Nyssaceae","Nyssa","NCBI"
"GCA_008932095.1","Streptophyta",2448454,"Pyrus ussuriensis x Pyrus communis",NA,NA,"H","H","H","M","Magnoliopsida","Streptophyta","Rosales","Rosaceae","Pyrus","NCBI"
"GCA_009078335.1","Streptophyta",2182728,"Salix brachista",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Salix","NCBI"
"GCA_009363875.1","Streptophyta",192012,"Mikania micrantha",NA,NA,"H","H","L","H","Magnoliopsida","Streptophyta","Asterales","Asteraceae","Mikania","NCBI"
"GCA_009445465.1","Streptophyta",4460,"Colocasia esculenta",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Alismatales","Araceae","Colocasia","NCBI"
"GCA_009746105.1","Streptophyta",262921,"Rhododendron williamsianum",NA,NA,"H","H","H",NA,"Magnoliopsida","Streptophyta","Ericales","Ericaceae","Rhododendron","NCBI"
"GCA_009771035.1","Streptophyta",3870,"Lupinus albus",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Fabales","Fabaceae","Lupinus","NCBI"
"GCA_009905375.1","Streptophyta",4045,"Apium graveolens",NA,NA,NA,NA,NA,NA,"Magnoliopsida","Streptophyta","Apiales","Apiaceae","Apium","NCBI"
"GCA_010458925.1","Streptophyta",3981,"Hevea brasiliensis",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Malpighiales","Euphorbiaceae","Hevea","NCBI"
"GCA_011114355.1","Streptophyta",544730,"Carex littledalei",NA,NA,"H","H",NA,NA,"Magnoliopsida","Streptophyta","Poales","Cyperaceae","Carex","NCBI"
"GCA_011799765.1","Streptophyta",419125,"Nymphaea thermarum",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Nymphaeales","Nymphaeaceae","Nymphaea","NCBI"
"GCA_012274485.2","Streptophyta",3728,"Sinapis alba",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Sinapis","NCBI"
"GCA_012923435.1","Streptophyta",3483,"Cannabis sativa",NA,NA,"H","H","H","H","Magnoliopsida","Streptophyta","Rosales","Cannabaceae","Cannabis","NCBI"
