"","X.1","X","Accn","Super.Group","Organism_Taxonomic_ID","Organism_Name","SIN1","RICTOR","RAPTOR","TOR","LST8","D1","C.score","Frag.score","Class.name","Phylum.name","Order.name","Family.name","Genus.name"
"787",787,787,"GCA_900059795.1","Streptophyta",49390,"Coffea canephora",NA,NA,"H","H","H",NA,93.9,3.9,"Magnoliopsida","Streptophyta","Gentianales","Rubiaceae","Coffea"
"788",788,788,"GCA_900231445.1","Streptophyta",4567,"Triticum turgidum subsp. durum",NA,NA,"H","H","H","H",96.5,0.8,"Magnoliopsida","Streptophyta","Poales","Poaceae","Triticum"
"789",789,789,"GCA_900332095.2","Streptophyta",132261,"Cuscuta campestris",NA,NA,"H","H","H","H",81.7,7.1,"Magnoliopsida","Streptophyta","Solanales","Convolvulaceae","Cuscuta"
"790",790,790,"GCA_900411305.1","Streptophyta",4565,"Triticum aestivum",NA,NA,"H","H","H","H",17.4,1.1,"Magnoliopsida","Streptophyta","Poales","Poaceae","Triticum"
"791",791,791,"GCA_900412535.3","Streptophyta",3711,"Brassica rapa",NA,NA,"H","H","H","M",97.5,1,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Brassica"
"792",792,792,"GCA_902201215.1","Streptophyta",3755,"Prunus dulcis",NA,NA,"H","H","H","H",97.1,0.4,"Magnoliopsida","Streptophyta","Rosales","Rosaceae","Prunus"
"793",793,793,"GCA_902206195.3","Streptophyta",586526,"Arabis nemorensis",NA,NA,"H","H","H",NA,96.8,1.4,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Arabis"
"794",794,794,"GCA_902651935.1","Streptophyta",3702,"Arabidopsis thaliana",NA,NA,"H","H","H","H",99.6,0.1,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Arabidopsis"
"795",795,795,"GCA_902703425.1","Streptophyta",51605,"Spirodela intermedia",NA,NA,"H","H","H","H",86.5,5,"Magnoliopsida","Streptophyta","Alismatales","Araceae","Spirodela"
"796",796,796,"GCA_902705455.1","Streptophyta",3702,"Arabidopsis thaliana",NA,NA,"H","H","H","H",99.6,0.1,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Arabidopsis"
"797",797,797,"GCA_902706635.1","Streptophyta",68872,"Striga hermonthica",NA,NA,"H","H","H","M",90.7,4.5,"Magnoliopsida","Streptophyta","Lamiales","Orobanchaceae","Striga"
"798",798,798,"GCA_902713445.1","Streptophyta",158383,"Olea europaea subsp. europaea",NA,NA,"H","H","H","H",97.1,1.2,"Magnoliopsida","Streptophyta","Lamiales","Oleaceae","Olea"
"799",799,799,"GCA_902728155.2","Streptophyta",1685480,"Microthlaspi erraticum",NA,NA,"H","H","H","H",98.5,0.6,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Microthlaspi"
"800",800,800,"GCA_902729315.2","Streptophyta",51605,"Spirodela intermedia",NA,NA,"H","H","H","H",95.4,2,"Magnoliopsida","Streptophyta","Alismatales","Araceae","Spirodela"
"801",801,801,"GCA_903112645.1","Streptophyta",36596,"Prunus armeniaca",NA,NA,"H","H","H","H",93.4,2.5,"Magnoliopsida","Streptophyta","Rosales","Rosaceae","Prunus"
"802",802,802,"GCA_903114435.1","Streptophyta",36596,"Prunus armeniaca",NA,NA,"H","H","H","H",94.4,2.2,"Magnoliopsida","Streptophyta","Rosales","Rosaceae","Prunus"
"803",803,803,"GCA_904420315.1","Streptophyta",3702,"Arabidopsis thaliana",NA,NA,"H","H","H","H",91.3,1.6,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Arabidopsis"
"804",804,804,"GCA_904845875.1","Streptophyta",422564,"Miscanthus lutarioriparius",NA,NA,"H","H","H","H",97.2,1.4,"Magnoliopsida","Streptophyta","Poales","Poaceae","Miscanthus"
"805",805,805,"GCA_905183035.1","Streptophyta",3708,"Brassica napus",NA,NA,"H","H","H","H",98.1,0.5,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Brassica"
"806",806,806,"GCA_905216605.1","Streptophyta",38785,"Arabidopsis arenosa",NA,NA,"H","H","H","M",95.5,0.9,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Arabidopsis"
"807",807,807,"GCA_911865555.2","Streptophyta",13288,"Thlaspi arvense",NA,NA,"H","H","H","L",87.3,2.5,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Thlaspi"
"808",808,808,"GCA_912172775.2","Streptophyta",56036,"Fraxinus pennsylvanica",NA,NA,"H","H","H",NA,82.4,2.4,"Magnoliopsida","Streptophyta","Lamiales","Oleaceae","Fraxinus"
"809",809,809,"GCA_928212115.1","Streptophyta",75947,"Lactuca virosa",NA,NA,"H","H","H","H",91.9,2.1,"Magnoliopsida","Streptophyta","Asterales","Asteraceae","Lactuca"
"810",810,810,"GCA_932364175.1","Streptophyta",29727,"Eruca vesicaria subsp. sativa",NA,NA,"H","H","H","M",98,0.9,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Eruca"
"811",811,811,"GCA_944990045.1","Streptophyta",59689,"Arabidopsis lyrata",NA,NA,"H","H","H","H",96.2,1.2,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Arabidopsis"
"812",812,812,"GCA_945859875.1","Streptophyta",41803,"Cuscuta europaea",NA,NA,"H","H","H","H",87.9,2.5,"Magnoliopsida","Streptophyta","Solanales","Convolvulaceae","Cuscuta"
"813",813,813,"GCA_945859915.1","Streptophyta",186058,"Cuscuta epithymum",NA,NA,"H","H","H","H",90.8,0.8,"Magnoliopsida","Streptophyta","Solanales","Convolvulaceae","Cuscuta"
"814",814,814,"GCA_946122785.1","Streptophyta",586396,"Linum tenue",NA,NA,"H","H","H","H",96,1.3,"Magnoliopsida","Streptophyta","Malpighiales","Linaceae","Linum"
"815",815,815,"GCA_947470075.1","Streptophyta",2996821,"Closterium sp. Yama58-4",NA,NA,"H","H","H",NA,45.1,9,"Zygnemophyceae","Streptophyta","Desmidiales","Closteriaceae","Closterium"
"816",816,816,"GCA_947471745.1","Streptophyta",2996811,"Closterium sp. Naga37s-1",NA,NA,"H","H","H",NA,49.9,8.1,"Zygnemophyceae","Streptophyta","Desmidiales","Closteriaceae","Closterium"
"817",817,817,"GCA_948144035.1","Streptophyta",3014308,"Closterium sp. NIES-64",NA,NA,"H","H","H",NA,44.2,9,"Zygnemophyceae","Streptophyta","Desmidiales","Closteriaceae","Closterium"
"818",818,818,"GCA_948144175.1","Streptophyta",3014309,"Closterium sp. NIES-65",NA,NA,"H","H","H",NA,45,8.7,"Zygnemophyceae","Streptophyta","Desmidiales","Closteriaceae","Closterium"
"819",819,819,"GCA_948472305.1","Streptophyta",3906,"Vicia faba",NA,NA,"H","H","H","H",96.1,2.4,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Vicia"
"820",820,820,"GCA_949281255.1","Streptophyta",3014311,"Closterium sp. NIES-54",NA,NA,"M","H","H",NA,35.9,10.4,"Zygnemophyceae","Streptophyta","Desmidiales","Closteriaceae","Closterium"
"821",821,821,"GCA_949281275.1","Streptophyta",3014310,"Closterium sp. NIES-53",NA,NA,"H","H","H",NA,36.8,10.9,"Zygnemophyceae","Streptophyta","Desmidiales","Closteriaceae","Closterium"
"822",822,822,"GCA_949352195.3","Streptophyta",57577,"Trifolium pratense",NA,NA,"H","H","H","L",99.9,0,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Trifolium"
"823",823,823,"GCA_949775105.1","Streptophyta",529605,"Oldenlandia corymbosa var. corymbosa",NA,NA,"H","H","H","H",94.1,1.2,"Magnoliopsida","Streptophyta","Gentianales","Rubiaceae","Oldenlandia"
"824",824,824,"GCA_949927565.1","Streptophyta",75948,"Lactuca saligna",NA,NA,"H","H","H","H",89.9,2.2,"Magnoliopsida","Streptophyta","Asterales","Asteraceae","Lactuca"
"825",825,825,"GCA_963425845.1","Streptophyta",92480,"Sphenostylis stenocarpa",NA,NA,"H","H","H","H",90,5.3,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Sphenostylis"
"826",826,826,"GCA_963454935.2","Streptophyta",185542,"Ilex paraguariensis",NA,NA,"H","H","H","H",75.2,16.4,"Magnoliopsida","Streptophyta","Aquifoliales","Aquifoliaceae","Ilex"
"827",827,827,"GCA_963859935.3","Streptophyta",3860,"Lathyrus sativus",NA,NA,"H","H","H","H",95.7,0.7,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Lathyrus"
"828",828,828,"GCA_963924115.1","Streptophyta",77055,"Dovyalis caffra",NA,NA,"H","H","H","H",88.3,5.9,"Magnoliopsida","Streptophyta","Malpighiales","Salicaceae","Dovyalis"
"829",829,829,"GCA_963931745.2","Streptophyta",4442,"Camellia sinensis",NA,NA,"H","H","H","L",96.1,1.3,"Magnoliopsida","Streptophyta","Ericales","Theaceae","Camellia"
"830",830,830,"GCA_963931755.2","Streptophyta",4442,"Camellia sinensis",NA,NA,"H","H","H","L",95.5,1.5,"Magnoliopsida","Streptophyta","Ericales","Theaceae","Camellia"
"831",831,831,"GCA_963931765.2","Streptophyta",4442,"Camellia sinensis",NA,NA,"H","H","H","L",95.5,2,"Magnoliopsida","Streptophyta","Ericales","Theaceae","Camellia"
"832",832,832,"GCA_963970345.1","Streptophyta",128251,"Sphagnum troendelagicum",NA,NA,"H","H","H","H",87.7,2.1,"Sphagnopsida","Streptophyta","Sphagnales","Sphagnaceae","Sphagnum"
"833",833,833,"GCA_963970355.1","Streptophyta",128251,"Sphagnum troendelagicum",NA,NA,"H","H","H","H",88.3,1.8,"Sphagnopsida","Streptophyta","Sphagnales","Sphagnaceae","Sphagnum"
"834",834,834,"GCA_963971075.1","Streptophyta",128206,"Sphagnum jensenii",NA,NA,"H","H","H","H",88.2,1.9,"Sphagnopsida","Streptophyta","Sphagnales","Sphagnaceae","Sphagnum"
"835",835,835,"GCA_963978565.1","Streptophyta",252529,"Citrullus colocynthis",NA,NA,"H","H","H",NA,95.2,1.5,"Magnoliopsida","Streptophyta","Cucurbitales","Cucurbitaceae","Citrullus"
"836",836,836,"GCA_964014455.1","Streptophyta",128206,"Sphagnum jensenii",NA,NA,"H","H","H","H",87.5,2,"Sphagnopsida","Streptophyta","Sphagnales","Sphagnaceae","Sphagnum"
"837",837,837,"GCA_964019355.1","Streptophyta",3873,"Lupinus luteus",NA,NA,"H","H","H","H",98.8,0.5,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Lupinus"
"838",838,838,"GCA_964030455.1","Streptophyta",586398,"Linum trigynum",NA,NA,"H","H","H",NA,97,1.2,"Magnoliopsida","Streptophyta","Malpighiales","Linaceae","Linum"
"839",839,839,"GCA_964030465.3","Streptophyta",240449,"Urochloa decumbens",NA,NA,"H","H","H","H",99.4,0.1,"Magnoliopsida","Streptophyta","Poales","Poaceae","Urochloa"
"840",840,840,"GCA_964186695.1","Streptophyta",3888,"Pisum sativum",NA,NA,"H","H","H","H",99.2,0.1,"Magnoliopsida","Streptophyta","Fabales","Fabaceae","Pisum"
"841",841,841,"GCA_964259005.1","Streptophyta",36596,"Prunus armeniaca",NA,NA,"H","H","H","H",97.2,1.5,"Magnoliopsida","Streptophyta","Rosales","Rosaceae","Prunus"
"842",842,842,"GCA_964267205.1","Streptophyta",151428,"Prunus brigantina",NA,NA,"H","H","H",NA,96.9,0.5,"Magnoliopsida","Streptophyta","Rosales","Rosaceae","Prunus"
"843",843,843,"GCA_964270275.1","Streptophyta",213591,"Musa banksii",NA,NA,"H","H","H","L",95.9,1.5,"Magnoliopsida","Streptophyta","Zingiberales","Musaceae","Musa"
"844",844,844,"GCA_964270295.1","Streptophyta",228183,"Musa textilis",NA,NA,"H","H","H","M",89.8,4,"Magnoliopsida","Streptophyta","Zingiberales","Musaceae","Musa"
"845",845,845,"GCA_964270305.1","Streptophyta",214685,"Musa acuminata var. zebrina",NA,NA,"H","H","H","H",97.6,0.6,"Magnoliopsida","Streptophyta","Zingiberales","Musaceae","Musa"
"846",846,846,"GCA_964270695.1","Streptophyta",491892,"Musa hybrid cultivar",NA,NA,"H","H","H","M",97.2,0.9,"Magnoliopsida","Streptophyta","Zingiberales","Musaceae","Musa"
"847",847,847,"GCA_964270995.1","Streptophyta",491892,"Musa hybrid cultivar",NA,NA,"H","H","H","M",97.3,0.7,"Magnoliopsida","Streptophyta","Zingiberales","Musaceae","Musa"
"848",848,848,"GCA_964271285.1","Streptophyta",81970,"Arabidopsis halleri",NA,NA,"H","H","H","H",97.2,0.7,"Magnoliopsida","Streptophyta","Brassicales","Brassicaceae","Arabidopsis"
"849",849,849,"GCA_964340505.1","Streptophyta",114194,"Alopecurus aequalis",NA,NA,"H","H","H",NA,98.9,0,"Magnoliopsida","Streptophyta","Poales","Poaceae","Alopecurus"
"850",850,850,"GCA_000091205.1","Rhodophyta",280699,"Cyanidioschyzon merolae strain 10D",NA,NA,"H","H","M",NA,72.94,6.27,"Bangiophyceae","Rhodophyta","Cyanidiales","Cyanidiaceae","Cyanidioschyzon"
"851",851,851,"GCA_000341285.1","Rhodophyta",130081,"Galdieria sulphuraria",NA,NA,"H","H","M","H",78.04,7.45,"Bangiophyceae","Rhodophyta","Galdieriales","Galdieriaceae","Galdieria"
"852",852,852,"GCA_000350225.2","Rhodophyta",2769,"Chondrus crispus",NA,NA,"H","H","L","H",63.14,8.24,"Florideophyceae","Rhodophyta","Gigartinales","Gigartinaceae","Chondrus"
"853",853,853,"GCA_002049455.2","Rhodophyta",2786,"Porphyra umbilicalis",NA,NA,"M","H","L","H",43.92,14.51,"Bangiophyceae","Rhodophyta","Bangiales","Bangiaceae","Porphyra"
"854",854,854,"GCA_003194525.1","Rhodophyta",448386,"Gracilariopsis chorda",NA,NA,"H","H","L",NA,81.18,4.71,"Florideophyceae","Rhodophyta","Gracilariales","Gracilariaceae","Gracilariopsis"
"855",855,855,"GCA_008690995.1","Rhodophyta",35688,"Porphyridium purpureum",NA,NA,"H","H","M",NA,71.76,8.63,"Bangiophyceae","Rhodophyta","Porphyridiales","Porphyridiaceae","Porphyridium"
"856",856,856,"GCA_009829735.1","Rhodophyta",2788,"Neopyropia yezoensis",NA,NA,"H","H","M",NA,50.2,16.86,"Bangiophyceae","Rhodophyta","Bangiales","Bangiaceae","Neopyropia"
"857",857,857,"GCA_013995675.1","Rhodophyta",2690220,"Cyanidiococcus yangmingshanensis",NA,NA,"H","H","M",NA,54.51,16.86,"Bangiophyceae","Rhodophyta","Cyanidiales","Cyanidiaceae","Cyanidiococcus"
"858",858,858,"GCA_022539475.1","Rhodophyta",172961,"Gracilaria domingensis",NA,NA,"H","H","L","H",60,9.02,"Florideophyceae","Rhodophyta","Gracilariales","Gracilariaceae","Gracilaria"
"859",859,859,"GCA_024341865.1","Rhodophyta",130081,"Galdieria sulphuraria",NA,NA,"H","H","M","H",73.73,10.2,"Bangiophyceae","Rhodophyta","Galdieriales","Galdieriaceae","Galdieria"
"860",860,860,"GCA_025991245.1","Rhodophyta",83374,"Galdieria partita",NA,NA,"H","H","M","H",81.96,5.49,"Bangiophyceae","Rhodophyta","Galdieriales","Galdieriaceae","Galdieria"
"861",861,861,"GCA_026122185.1","Rhodophyta",2690220,"Cyanidiococcus yangmingshanensis",NA,NA,"H","H","M",NA,68.24,9.8,"Bangiophyceae","Rhodophyta","Cyanidiales","Cyanidiaceae","Cyanidiococcus"
"862",862,862,"GCA_026122205.1","Rhodophyta",3028027,"Galdieria yellowstonensis",NA,NA,"H","H","M",NA,80.78,6.27,"Bangiophyceae","Rhodophyta","Galdieriales","Galdieriaceae","Galdieria"
"863",863,863,"GCA_026184775.1","Rhodophyta",2771,"Cyanidium caldarium",NA,NA,"H","H","M",NA,67.06,9.8,"Bangiophyceae","Rhodophyta","Cyanidiales","Cyanidiaceae","Cyanidium"
"864",864,864,"GCA_029953675.1","Rhodophyta",101924,"Rhodosorus marinus",NA,NA,"H","H","M",NA,83.92,4.31,"Stylonematophyceae","Rhodophyta","Stylonematales","Stylonemataceae","Rhodosorus"
"865",865,865,"GCA_042855435.1","Rhodophyta",683352,"Pyropia vietnamensis",NA,NA,"H","H","L",NA,61.18,12.94,"Bangiophyceae","Rhodophyta","Bangiales","Bangiaceae","Pyropia"
"866",866,866,"GCA_000002595.3","Chlorophyta",3055,"Chlamydomonas reinhardtii","M",NA,"H","H","H",NA,99.01,0.26,"Chlorophyceae","Chlorophyta","Chlamydomonadales","Chlamydomonadaceae","Chlamydomonas"
"867",867,867,"GCA_000090985.2","Chlorophyta",296587,"Micromonas commoda",NA,NA,"H","H","H","H",98.03,0.99,"Mamiellophyceae","Chlorophyta","Mamiellales","Mamiellaceae","Micromonas"
"868",868,868,"GCA_000092065.1","Chlorophyta",436017,"Ostreococcus lucimarinus CCE9901",NA,NA,"H","H","H",NA,97.37,1.38,"Mamiellophyceae","Chlorophyta","Mamiellales","Bathycoccaceae","Ostreococcus"
"869",869,869,"GCA_000143455.1","Chlorophyta",3068,"Volvox carteri f. nagariensis",NA,NA,"H","H","H",NA,96.58,1.12,"Chlorophyceae","Chlorophyta","Chlamydomonadales","Volvocaceae","Volvox"
"870",870,870,"GCA_000147415.1","Chlorophyta",554065,"Chlorella variabilis",NA,NA,"H","H","H",NA,92.36,3.09,"Trebouxiophyceae","Chlorophyta","Chlorellales","Chlorellaceae","Chlorella"
"871",871,871,"GCA_000151265.1","Chlorophyta",564608,"Micromonas pusilla CCMP1545",NA,NA,"H","H","H","H",96.77,1.38,"Mamiellophyceae","Chlorophyta","Mamiellales","Mamiellaceae","Micromonas"
"872",872,872,"GCA_000214015.2","Chlorophyta",70448,"Ostreococcus tauri",NA,NA,"H","H","H","H",98.29,0.39,"Mamiellophyceae","Chlorophyta","Mamiellales","Bathycoccaceae","Ostreococcus"
"873",873,873,"GCA_000258705.1","Chlorophyta",574566,"Coccomyxa subellipsoidea C-169",NA,NA,"H","H","H",NA,98.09,0.79,"Trebouxiophyceae","Chlorophyta",NA,NA,"Coccomyxa"
"874",874,874,"GCA_000611645.1","Chlorophyta",145388,"Monoraphidium neglectum",NA,NA,"H","H","H",NA,73.14,18.24,"Chlorophyceae","Chlorophyta","Sphaeropleales","Selenastraceae","Monoraphidium"
"875",875,875,"GCA_000690575.1","Chlorophyta",1291522,"Helicosporidium sp. ATCC 50920",NA,NA,"H","H","H",NA,61.88,14.09,"Trebouxiophyceae","Chlorophyta","Chlorellales","Chlorellaceae","Helicosporidium"
"876",876,876,"GCA_000733215.1","Chlorophyta",3075,"Auxenochlorella protothecoides",NA,NA,"H","H","H",NA,93.81,2.37,"Trebouxiophyceae","Chlorophyta","Chlorellales","Chlorellaceae","Auxenochlorella"
"877",877,877,"GCA_001247695.2","Chlorophyta",36881,"Cymbomonas tetramitiformis","L","H","H","H","H",NA,83.54,5.33,"Pyramimonadophyceae","Chlorophyta","Pyramimonadales","Pyramimonadaceae","Cymbomonas"
"878",878,878,"GCA_001584585.1","Chlorophyta",33097,"Gonium pectorale",NA,NA,"H","H","H",NA,91.64,5,"Chlorophyceae","Chlorophyta","Chlamydomonadales","Volvocaceae","Gonium"
"879",879,879,"GCA_002158475.1","Chlorophyta",70448,"Ostreococcus tauri",NA,NA,"H","H","H","H",94.21,0.92,"Mamiellophyceae","Chlorophyta","Mamiellales","Bathycoccaceae","Ostreococcus"
"880",880,880,"GCA_002220235.1","Chlorophyta",41875,"Bathycoccus prasinos",NA,NA,"H","H","H","H",96.51,0.92,"Mamiellophyceae","Chlorophyta","Mamiellales","Bathycoccaceae","Bathycoccus"
"881",881,881,"GCA_002245815.2","Chlorophyta",554055,"Micractinium conductrix",NA,NA,"H","H","H",NA,95.98,0.72,"Trebouxiophyceae","Chlorophyta","Chlorellales","Chlorellaceae","Micractinium"
"882",882,882,"GCA_002245835.2","Chlorophyta",3076,"Chlorella sorokiniana",NA,NA,"H","H","H",NA,97.5,0.59,"Trebouxiophyceae","Chlorophyta","Chlorellales","Chlorellaceae","Chlorella"
"883",883,883,"GCA_002284615.2","Chlorophyta",3046,"Dunaliella salina",NA,NA,"M","H","H",NA,81.7,7.11,"Chlorophyceae","Chlorophyta","Chlamydomonadales","Dunaliellaceae","Dunaliella"
"884",884,884,"GCA_002335675.1","Chlorophyta",1157962,"Chlamydomonas eustigma",NA,NA,"H","H","H",NA,97.24,0.66,"Chlorophyceae","Chlorophyta","Chlamydomonadales","Chlamydomonadaceae","Chlamydomonas"
"885",885,885,"GCA_002891735.1","Chlorophyta",47790,"Tetrabaena socialis",NA,NA,"H","M","H",NA,60.37,19.75,"Chlorophyceae","Chlorophyta","Chlamydomonadales","Tetrabaenaceae","Tetrabaena"
"886",886,886,"GCA_003203535.1","Chlorophyta",307507,"Raphidocelis subcapitata",NA,NA,"H","H","H",NA,96.12,1.18,"Chlorophyceae","Chlorophyta","Sphaeropleales","Selenastraceae","Raphidocelis"
"887",887,887,"GCA_003709365.1","Chlorophyta",3075,"Auxenochlorella protothecoides",NA,NA,"H","H","H",NA,87.76,2.7,"Trebouxiophyceae","Chlorophyta","Chlorellales","Chlorellaceae","Auxenochlorella"
"888",888,888,"GCA_007859695.1","Chlorophyta",1764295,"Chloropicon primus",NA,"M","H","H","H",NA,91.44,0.46,"Chloropicophyceae","Chlorophyta","Chloropicales","Chloropicaceae","Chloropicon"
"889",889,889,"GCA_008636185.1","Chlorophyta",2608996,"Trebouxia sp. A1-2",NA,NA,"H","H","H",NA,87.36,1.97,"Trebouxiophyceae","Chlorophyta","Trebouxiales","Trebouxiaceae","Trebouxia"
"890",890,890,"GCA_011766145.1","Chlorophyta",44745,"Haematococcus lacustris",NA,NA,"M","H","H",NA,40.16,16,"Chlorophyceae","Chlorophyta","Chlamydomonadales","Haematococcaceae","Haematococcus"
"891",891,891,"GCA_014080715.1","Chlorophyta",2650976,"Scenedesmus sp. NREL 46B-D3",NA,NA,"H","H","H",NA,93.15,2.17,"Chlorophyceae","Chlorophyta","Sphaeropleales","Scenedesmaceae","Scenedesmus"
"892",892,892,"GCA_014905635.1","Chlorophyta",2742167,"Scenedesmus sp. PABB004",NA,NA,"H","H","H","H",90.19,0.46,"Chlorophyceae","Chlorophyta","Sphaeropleales","Scenedesmaceae","Scenedesmus"
"893",893,893,"GCA_015473125.1","Chlorophyta",41880,"Pycnococcus provasolii",NA,NA,"H","H","H",NA,85.98,0.92,NA,"Chlorophyta",NA,"Pycnococcaceae","Pycnococcus"
"894",894,894,"GCA_016618255.1","Chlorophyta",1653778,"Chlamydomonas sp. UWO 241",NA,NA,"H","H","H",NA,82.49,2.5,"Chlorophyceae","Chlorophyta","Chlamydomonadales","Chlamydomonadaceae","Chlamydomonas"
"895",895,895,"GCA_016834595.1","Chlorophyta",2026947,"Chlamydomonas schloesseri",NA,NA,"H","H","H",NA,97.83,0.79,"Chlorophyceae","Chlorophyta","Chlamydomonadales","Chlamydomonadaceae","Chlamydomonas"
"896",896,896,"GCA_016834605.1","Chlorophyta",51695,"Chlamydomonas incerta",NA,NA,"H","H","H",NA,95.92,1.97,"Chlorophyceae","Chlorophyta","Chlamydomonadales","Chlamydomonadaceae","Chlamydomonas"
"897",897,897,"GCA_016858145.1","Chlorophyta",47281,"Edaphochlamys debaryana",NA,NA,"H","H","H",NA,96.84,1.38,"Chlorophyceae","Chlorophyta","Chlamydomonadales",NA,"Edaphochlamys"
"898",898,898,"GCA_019044685.2","Chlorophyta",1650286,"Chlorella desiccata (nom. nud.)",NA,NA,"H","H","H",NA,96.45,0.39,"Trebouxiophyceae","Chlorophyta","Chlorellales","Chlorellaceae","Chlorella"
"899",899,899,"GCA_019202925.1","Chlorophyta",1650286,"Chlorella desiccata (nom. nud.)",NA,NA,"H","H","H",NA,94.54,0.79,"Trebouxiophyceae","Chlorophyta","Chlorellales","Chlorellaceae","Chlorella"
"900",900,900,"GCA_019650175.1","Chlorophyta",51714,"Volvox africanus",NA,NA,"H","H","H",NA,89.27,0.92,"Chlorophyceae","Chlorophyta","Chlamydomonadales","Volvocaceae","Volvox"
"901",901,901,"GCA_019650235.1","Chlorophyta",1737510,"Volvox reticuliferus",NA,NA,"H","H","H",NA,90.85,0.79,"Chlorophyceae","Chlorophyta","Chlamydomonadales","Volvocaceae","Volvox"
"902",902,902,"GCA_019650255.1","Chlorophyta",1737510,"Volvox reticuliferus",NA,NA,"H","H","H",NA,90.65,0.53,"Chlorophyceae","Chlorophyta","Chlamydomonadales","Volvocaceae","Volvox"
"903",903,903,"GCA_020887355.1","Chlorophyta",2315456,"Coccomyxa sp. Obi",NA,NA,"H","H","H","H",98.75,0.2,"Trebouxiophyceae","Chlorophyta",NA,NA,"Coccomyxa"
"904",904,904,"GCA_021605115.1","Chlorophyta",47775,"Astrephomene gubernaculifera",NA,NA,"H","H","H",NA,83.15,3.42,"Chlorophyceae","Chlorophyta","Chlamydomonadales","Astrephomenaceae","Astrephomene"
"905",905,905,"GCA_023205875.1","Chlorophyta",1764295,"Chloropicon primus",NA,"M","H","H","H",NA,91.38,0.46,"Chloropicophyceae","Chlorophyta","Chloropicales","Chloropicaceae","Chloropicon"
"906",906,906,"GCA_023343905.1","Chlorophyta",3077,"Chlorella vulgaris",NA,NA,"H","H","H","H",98.95,0.26,"Trebouxiophyceae","Chlorophyta","Chlorellales","Chlorellaceae","Chlorella"
"907",907,907,"GCA_025026875.1","Chlorophyta",2649997,"Chlorella ohadii",NA,NA,"H","H","H",NA,95.39,1.32,"Trebouxiophyceae","Chlorophyta","Chlorellales","Chlorellaceae","Chlorella"
"908",908,908,"GCA_025201885.1","Chlorophyta",39955,"Monoraphidium minutum",NA,NA,"H","H","H",NA,96.38,0.86,"Chlorophyceae","Chlorophyta","Sphaeropleales","Selenastraceae","Monoraphidium"
"909",909,909,"GCA_025209345.1","Chlorophyta",2696299,"Picochlorum sp. BPE23",NA,NA,"H","H","H",NA,95.26,0.59,"Trebouxiophyceae","Chlorophyta",NA,NA,"Picochlorum"
"910",910,910,"GCA_025209375.1","Chlorophyta",2696299,"Picochlorum sp. BPE23",NA,NA,"H","H","H",NA,95.39,0.66,"Trebouxiophyceae","Chlorophyta",NA,NA,"Picochlorum"
"911",911,911,"GCA_030144725.1","Chlorophyta",44745,"Haematococcus lacustris",NA,NA,"M","H","H",NA,87.82,1.32,"Chlorophyceae","Chlorophyta","Chlamydomonadales","Haematococcaceae","Haematococcus"
"912",912,912,"GCA_030267485.1","Chlorophyta",330485,"Pleodorina starrii",NA,NA,"H","H","H",NA,97.3,0.26,"Chlorophyceae","Chlorophyta","Chlamydomonadales","Volvocaceae","Pleodorina"
"913",913,913,"GCA_030267565.1","Chlorophyta",330485,"Pleodorina starrii",NA,NA,"H","H","H",NA,95.79,0.59,"Chlorophyceae","Chlorophyta","Chlamydomonadales","Volvocaceae","Pleodorina"
"914",914,914,"GCA_030267705.1","Chlorophyta",330485,"Pleodorina starrii",NA,NA,"H","H","H",NA,96.12,0.2,"Chlorophyceae","Chlorophyta","Chlamydomonadales","Volvocaceae","Pleodorina"
"915",915,915,"GCA_030268105.1","Chlorophyta",51714,"Volvox africanus",NA,NA,"H","H","H",NA,91.77,0.53,"Chlorophyceae","Chlorophyta","Chlamydomonadales","Volvocaceae","Volvox"
"916",916,916,"GCA_030272055.1","Chlorophyta",3088,"Tetradesmus obliquus",NA,NA,NA,"H","H",NA,94.87,1.32,"Chlorophyceae","Chlorophyta","Sphaeropleales","Scenedesmaceae","Tetradesmus"
"917",917,917,"GCA_030272155.1","Chlorophyta",3088,"Tetradesmus obliquus",NA,NA,NA,"H","H",NA,96.97,1.18,"Chlorophyceae","Chlorophyta","Sphaeropleales","Scenedesmaceae","Tetradesmus"
